seed,proposal_index,baseline_action,alternative_action,baseline_target_rank,alternative_target_rank,scenario_count,replications_per_scenario,paired_block_count,paired_mean_utility_contrast,paired_std_utility_contrast,paired_ci_low_95,paired_ci_high_95,bootstrap_probability_positive,bootstrap_probability_negative,relevant_discovery_contrast,irrelevant_exposure_contrast,false_warmup_contrast,worst_utility_contrast,p10_utility_contrast,aggregate_safety_nonworsening,strict_paired_utility_advantage,strict_paired_utility_disadvantage,paired_utility_direction_uncertain,strict_safe_paired_advantage
271,3,PLACE_AT_1,PLACE_AT_2,1,2,3,5,15,-0.24000000000000013,2.800204074195818,-1.5066666666666668,0.773333333333333,0.3706,0.6251,-0.3999999999998636,-0.3999999999999755,0.19999999999999934,1.2799999999999954,0.28000000000000025,False,False,False,True,False
271,4,PLACE_AT_1,PLACE_AT_2,1,2,3,5,15,-3.026666666666667,6.0972437176466014,-5.466666666666668,-0.8660000000000097,0.0005,0.9995,-8.799999999999953,-0.6000000000000228,0.19999999999999934,-0.8,-2.519999999999993,False,False,True,False,False
271,5,PLACE_AT_1,PLACE_AT_2,1,2,3,5,15,-0.45333333333333176,1.890527767078611,-1.2933333333333323,0.36000000000000276,0.1528,0.8471,-2.2000000000000455,-4.2000000000000455,0.0,-0.48000000000000687,-0.36000000000001364,False,False,False,True,False
271,6,PLACE_AT_1,PLACE_AT_2,1,2,3,5,15,-1.1333333333333324,2.984403904746587,-2.4666666666666646,0.03999999999999915,0.0293,0.9707,-2.9999999999999982,2.0,0.0,-0.08000000000001828,0.11999999999998234,False,False,False,True,False
271,7,PLACE_AT_1,PLACE_AT_2,1,2,3,5,15,-0.586666666666665,2.901690804308675,-2.0533333333333323,0.7600000000000021,0.2034,0.7965,-2.19999999999982,-2.199999999999932,0.0,-1.1199999999999988,-0.5999999999999999,False,False,False,True,False
271,8,PLACE_AT_1,PLACE_AT_2,1,2,3,5,15,0.4133333333333325,3.7845299135647834,-1.253333333333332,1.7736666666666625,0.7094,0.2899,1.0,-3.199999999999932,0.2000000000000001,0.7600000000000079,0.039999999999985825,False,False,False,True,False
277,1,PLACE_AT_1,PLACE_AT_2,1,2,3,5,15,0.733333333333334,9.574569491751623,-2.733333333333333,4.000000000000001,0.6698,0.3286,2.2000000000000455,0.0,0.0,-0.2000000000000055,-0.1599999999999909,False,False,False,True,False
277,2,PLACE_AT_1,PLACE_AT_2,1,2,3,5,15,0.4000000000000001,1.5820420799893902,-0.2800000000000011,0.9866666666666678,0.8796,0.1191,1.2000000000000437,0.0,0.0,-0.04000000000000914,0.5999999999999999,False,False,False,True,False
277,3,PLACE_AT_1,PLACE_AT_2,1,2,3,5,15,-1.0,2.2677868380553634,-2.066666666666667,7.401486830834377e-17,0.0261,0.9649,-3.0,0.0,0.0,-1.0,-1.4000000000000004,False,False,False,True,False
277,4,PLACE_AT_1,PLACE_AT_2,1,2,3,5,15,-0.18666666666666512,3.7701585163087303,-1.6266666666666652,1.2666666666666675,0.3986,0.601,-1.0,-2.1999999999999886,0.0,1.2400000000000089,1.1999999999999993,True,False,False,True,False
277,5,PLACE_AT_1,PLACE_AT_2,1,2,3,5,15,-0.6,1.4540583599999397,-1.2,0.0,0.0158,0.9745,-1.7999999999999545,0.0,0.0,-1.0799999999999954,-1.4000000000000012,False,False,False,True,False
277,6,PLACE_AT_1,PLACE_AT_2,1,2,3,5,15,0.07999999999999974,1.6367214615985033,-0.6799999999999997,0.7733333333333325,0.5913,0.4045,0.5999999999999073,-0.20000000000004547,0.2,-0.19999999999999973,0.9600000000000017,False,False,False,True,False
277,7,PLACE_AT_1,PLACE_AT_2,1,2,3,5,15,3.1466666666666665,8.519713833781262,-1.0400000000000007,6.973333333333334,0.9318,0.0682,9.600000000000136,0.8000000000000114,0.0,2.1599999999999966,0.0,False,False,False,True,False
277,8,PLACE_AT_1,PLACE_AT_2,1,2,3,5,15,1.1999999999999995,3.004758131459408,-0.13333333333333383,2.600000000000001,0.9572,0.042,3.6000000000001364,0.0,0.0,2.1999999999999997,4.6,True,False,False,True,False
281,1,PLACE_AT_1,PLACE_AT_2,1,2,3,5,15,0.3333333333333328,3.247563189018297,-0.7066666666666682,1.9069999999999971,0.6508,0.349,1.0,0.0,0.0,-0.5199999999999932,-1.7763568394002505e-14,False,False,False,True,False
281,2,PLACE_AT_1,PLACE_AT_2,1,2,3,5,15,-2.9200000000000004,6.339806216056045,-5.9333333333333345,-0.14666666666666636,0.0189,0.9798,-8.40000000000009,1.7999999999999545,0.0,-3.8,-7.520000000000005,False,False,True,False,False
281,3,PLACE_AT_1,PLACE_AT_2,1,2,3,5,15,0.3066666666666667,2.072771321776947,-0.5599999999999999,1.3066666666666669,0.7184,0.2727,1.0,0.40000000000009095,0.0,0.20000000000000018,0.0,False,False,False,True,False
281,4,PLACE_AT_1,PLACE_AT_2,1,2,3,5,15,-1.3600000000000003,1.2448752088921549,-1.9600000000000002,-0.7733333333333339,0.0,1.0,-4.599999999999909,-2.6000000000001364,0.0,-1.6399999999999977,-0.6399999999999977,False,False,True,False,False
281,5,PLACE_AT_1,PLACE_AT_2,1,2,3,5,15,-1.213333333333335,4.219320640419104,-3.213333333333335,0.7203333333333283,0.1138,0.886,-4.000000000000002,-1.7999999999999545,0.0,-1.44000000000002,0.24000000000001975,False,False,False,True,False
281,6,PLACE_AT_1,PLACE_AT_2,1,2,3,5,15,0.17333333333333292,2.102877846688971,-0.8133333333333345,1.1333333333333333,0.6355,0.3621,0.2000000000000437,-1.599999999999909,0.0,-0.039999999999997815,-0.6000000000000001,False,False,False,True,False
281,7,PLACE_AT_1,PLACE_AT_2,1,2,3,5,15,0.1999999999999996,4.8349915053847665,-1.573333333333334,2.5599999999999987,0.5289,0.4683,0.2000000000000437,-2.0,0.0,3.0399999999999974,-1.0799999999999614,False,False,False,True,False
281,8,PLACE_AT_1,PLACE_AT_2,1,2,3,5,15,0.9466666666666658,3.5716876096535066,-0.3866666666666673,2.4799999999999995,0.9123,0.0873,2.2000000000000473,-1.2000000000000455,-0.2000000000000001,3.080000000000007,2.6400000000000206,True,False,False,True,False
283,1,PLACE_AT_1,PLACE_AT_2,1,2,3,5,15,-1.4666666666666675,3.7581657126595043,-3.2666666666666693,0.06666666666666672,0.0308,0.9674,-4.399999999999864,0.0,0.0,-2.600000000000011,-1.2000000000000006,False,False,False,True,False
283,2,PLACE_AT_1,PLACE_AT_2,1,2,3,5,15,-1.2000000000000004,3.299350585450762,-2.8000000000000007,0.19999999999999998,0.0453,0.9505,-3.599999999999909,0.0,0.0,-0.4,-1.5599999999999912,False,False,False,True,False
283,3,PLACE_AT_1,PLACE_AT_2,1,2,3,5,15,0.1600000000000009,3.5858451882764983,-1.5999999999999999,1.6400000000000021,0.603,0.3961,1.0000000000000002,0.5999999999999663,0.1999999999999999,1.0,1.0,False,False,False,True,False
283,4,PLACE_AT_1,PLACE_AT_2,1,2,3,5,15,0.18666666666666698,3.278908064468734,-1.4000000000000001,1.7200000000000004,0.5765,0.4121,1.0,2.1999999999999886,0.0,0.960000000000002,-0.3999999999999999,False,False,False,True,False
283,5,PLACE_AT_1,PLACE_AT_2,1,2,3,5,15,-3.973333333333333,4.68423902444092,-6.213333333333334,-1.6933333333333336,0.0003,0.9997,-12.000000000000002,-0.3999999999999772,0.0,-3.960000000000002,-2.3600000000000136,False,False,True,False,False
283,6,PLACE_AT_1,PLACE_AT_2,1,2,3,5,15,-2.1999999999999984,2.710824861286951,-3.479999999999997,-0.9333333333333328,0.0,1.0,-6.7999999999999545,-1.0,0.0,-2.8399999999999865,-1.2799999999999954,False,False,True,False,False
283,7,PLACE_AT_1,PLACE_AT_2,1,2,3,5,15,-0.18666666666666645,1.3340950205324666,-0.7599999999999995,0.3333333333333334,0.2489,0.7392,-0.5999999999999073,-0.1999999999999886,0.0,-0.9600000000000022,-1.0,False,False,False,True,False
283,8,PLACE_AT_1,PLACE_AT_2,1,2,3,5,15,-0.8933333333333332,2.640202012473035,-2.2539999999999996,0.19999999999999998,0.0627,0.9207,-2.4000000000000927,1.400000000000034,0.0,-1.6799999999999955,0.0,False,False,False,True,False
293,1,PLACE_AT_1,PLACE_AT_2,1,2,3,5,15,0.013333333333333494,1.993513290172713,-0.8933333333333326,0.7999999999999999,0.5378,0.4541,0.0,-0.19999999999993184,0.0,1.1200000000000048,0.0,True,False,False,True,False
293,2,PLACE_AT_1,PLACE_AT_2,1,2,3,5,15,0.8666666666666666,3.4423137290961447,-0.4803333333333333,2.4266666666666663,0.8759,0.1227,2.2000000000000437,-2.0,0.0,-1.1599999999999966,2.119999999999976,False,False,False,True,False
293,3,PLACE_AT_1,PLACE_AT_2,1,2,3,5,15,0.4666666666666666,2.1668498091095505,-0.4000000000000001,1.3333333333333333,0.8339,0.1425,1.399999999999864,0.0,0.0,0.6000000000000001,0.7999999999999998,True,False,False,True,False
293,4,PLACE_AT_1,PLACE_AT_2,1,2,3,5,15,0.3066666666666667,1.869861212063867,-0.4666666666666666,1.186666666666667,0.7522,0.2256,0.599999999999909,0.40000000000009095,-0.1999999999999997,0.9199999999999988,0.5199999999999942,False,False,False,True,False
293,5,PLACE_AT_1,PLACE_AT_2,1,2,3,5,15,0.16000000000000036,2.8356908959092952,-1.2,1.480000000000001,0.5821,0.4113,0.2000000000000455,-1.3999999999999773,0.0,1.0000000000000004,1.0,True,False,False,True,False
293,6,PLACE_AT_1,PLACE_AT_2,1,2,3,5,15,0.026666666666666543,2.0851401688638407,-0.7333333333333333,0.8399999999999993,0.5239,0.4717,-0.20000000000004547,-1.3999999999999773,0.0,-0.08000000000001248,0.1199999999999708,False,False,False,True,False
293,7,PLACE_AT_1,PLACE_AT_2,1,2,3,5,15,0.15999999999999984,4.327453886855081,-1.573333333333334,2.04,0.5569,0.4431,-0.3999999999998636,-2.3999999999999773,-0.1999999999999997,-1.280000000000007,-1.0800000000000067,False,False,False,True,False
293,8,PLACE_AT_1,PLACE_AT_2,1,2,3,5,15,0.386666666666667,1.6775265238127348,-0.41333333333333305,1.1866666666666668,0.8063,0.1841,1.199999999999818,0.2000000000000454,0.0,0.7999999999999999,0.31999999999998163,False,False,False,True,False
307,1,PLACE_AT_1,PLACE_AT_2,1,2,3,5,15,-2.400000000000001,4.742512896284896,-4.1866666666666665,-0.733000000000005,0.0002,0.9998,-7.0,1.0,0.0,-1.639999999999998,-0.760000000000014,False,False,True,False,False
307,2,PLACE_AT_1,PLACE_AT_2,1,2,3,5,15,-0.6400000000000011,5.489314294934421,-3.080333333333335,1.7733333333333283,0.3049,0.6949,-2.200000000000046,-3.3999999999999773,0.2000000000000001,0.07999999999997875,-1.8800000000000692,False,False,False,True,False
307,3,PLACE_AT_1,PLACE_AT_2,1,2,3,5,15,0.5200000000000004,1.8233407329875098,-0.1999999999999995,1.2400000000000004,0.9187,0.0792,1.3999999999998631,-0.8000000000000682,0.0,0.4400000000000033,0.6000000000000001,True,False,False,True,False
307,4,PLACE_AT_1,PLACE_AT_2,1,2,3,5,15,-2.2399999999999998,4.775652535817188,-3.9733333333333327,-0.5333333333333332,0.0045,0.9949,-6.400000000000091,1.600000000000023,0.0,1.0000000000000342,-2.999999999999971,False,False,True,False,False
307,5,PLACE_AT_1,PLACE_AT_2,1,2,3,5,15,-0.25333333333333313,0.9811557810392115,-0.7599999999999995,0.0,0.0,0.6707,-0.7999999999999545,-0.20000000000004547,0.0,0.0,0.0,True,False,False,True,False
307,6,PLACE_AT_1,PLACE_AT_2,1,2,3,5,15,0.32000000000000134,3.7537029336757177,-1.1733333333333291,2.2,0.6218,0.3781,1.400000000000091,-1.7999999999999545,0.4000000000000002,-0.4800000000000182,-0.3200000000000158,False,False,False,True,False
307,7,PLACE_AT_1,PLACE_AT_2,1,2,3,5,15,0.5333333333333333,3.2041639575194436,-0.7333333333333333,1.934999999999976,0.7713,0.2137,1.6000000000001369,0.0,0.0,-1.3999999999999946,-1.1999999999999993,False,False,False,True,False
307,8,PLACE_AT_1,PLACE_AT_2,1,2,3,5,15,-1.1066666666666658,5.302218762888211,-3.573333333333331,1.5466666666666669,0.1976,0.802,-3.0,1.6000000000000227,0.0,-0.8800000000000011,0.8400000000000087,False,False,False,True,False
311,1,PLACE_AT_1,PLACE_AT_2,1,2,3,5,15,0.133333333333334,2.44559857314163,-0.9999999999999986,1.2000000000000008,0.6211,0.3784,0.3999999999998636,0.0,0.0,1.4,2.0,True,False,False,True,False
311,2,PLACE_AT_1,PLACE_AT_2,1,2,3,5,15,-0.533333333333334,4.076179350229586,-2.52,1.2799999999999994,0.3039,0.6961,-1.4000000000000927,-1.0,0.2000000000000001,0.6399999999999977,2.0,False,False,False,True,False
311,3,PLACE_AT_1,PLACE_AT_2,1,2,3,5,15,0.5599999999999999,1.408545348932721,0.0,1.3066666666666664,0.9638,0.0,2.199999999999818,0.6000000000001366,0.20000000000000018,0.8799999999999895,0.23999999999999755,False,False,False,True,False
311,4,PLACE_AT_1,PLACE_AT_2,1,2,3,5,15,-2.1599999999999997,4.332732559086867,-4.239999999999999,-0.4530000000000038,0.0045,0.9952,-6.7999999999999545,-1.6000000000001366,0.0,-3.6000000000000116,-3.080000000000001,False,False,True,False,False
311,5,PLACE_AT_1,PLACE_AT_2,1,2,3,5,15,0.133333333333333,4.849545879574214,-1.693333333333334,1.8666666666666665,0.5681,0.4317,0.599999999999909,1.0,0.0,-1.279999999999995,-3.439999999999987,False,False,False,True,False
311,6,PLACE_AT_1,PLACE_AT_2,1,2,3,5,15,0.40000000000000074,2.657603646681941,-0.7333333333333325,1.8136666666666648,0.7052,0.2943,1.0,3.0,-0.4,0.2800000000000069,-0.6400000000000095,False,False,False,True,False
311,7,PLACE_AT_1,PLACE_AT_2,1,2,3,5,15,0.6399999999999991,1.9569655811266258,0.0,1.6533333333333309,0.9729,0.0,1.800000000000182,-0.600000000000136,0.0,1.719999999999993,0.0,True,False,False,True,False
311,8,PLACE_AT_1,PLACE_AT_2,1,2,3,5,15,-0.25333333333333363,0.7689200837786044,-0.5733333333333339,0.06666666666666667,0.0489,0.9224,-0.7999999999999545,-0.20000000000004503,0.0,-0.7600000000000023,0.0,False,False,False,True,False
313,1,PLACE_AT_1,PLACE_AT_2,1,2,3,5,15,0.41333333333333355,1.4899025215796924,-0.19999999999999996,1.0400000000000007,0.9102,0.0796,1.0,-1.2000000000000455,0.0,-0.6,0.0,False,False,False,True,False
313,2,PLACE_AT_1,PLACE_AT_2,1,2,3,5,15,-1.2000000000000002,3.1204395294802394,-2.6666666666666665,0.24000000000000007,0.0516,0.9478,-3.6000000000000227,0.0,0.0,0.0799999999999983,-1.7600000000000078,False,False,False,True,False
313,3,PLACE_AT_1,PLACE_AT_2,1,2,3,5,15,0.3066666666666668,2.593251314653553,-0.8799999999999989,1.5866666666666671,0.6784,0.3211,0.7999999999999545,-0.599999999999909,0.0,-0.03999999999999737,0.11999999999999211,False,False,False,True,False
313,4,PLACE_AT_1,PLACE_AT_2,1,2,3,5,15,1.36,3.5969828626622258,-0.2933333333333346,3.1066666666666687,0.9441,0.0559,4.0,1.599999999999909,-0.2000000000000001,0.40000000000000036,0.4000000000000008,False,False,False,True,False
313,5,PLACE_AT_1,PLACE_AT_2,1,2,3,5,15,-1.066666666666667,3.954503159449394,-2.933333333333334,0.5333333333333333,0.1093,0.8884,-3.2000000000000473,0.0,0.0,0.7200000000000074,-1.4799999999999898,False,False,False,True,False
313,6,PLACE_AT_1,PLACE_AT_2,1,2,3,5,15,1.0933333333333335,2.1285362732795203,0.13333333333333333,2.1069999999999958,0.987,0.0125,2.6000000000000227,-3.400000000000091,0.0,1.0399999999999976,0.8399999999999976,True,True,False,False,True
313,7,PLACE_AT_1,PLACE_AT_2,1,2,3,5,15,-0.5466666666666659,3.484222944044988,-2.066666666666666,1.0133333333333348,0.2419,0.7576,-2.0,0.20000000000004547,-0.1999999999999997,0.04000000000000059,1.040000000000009,False,False,False,True,False
313,8,PLACE_AT_1,PLACE_AT_2,1,2,3,5,15,-0.013333333333332123,3.897593885365444,-1.6533333333333333,1.9200000000000015,0.4603,0.5393,-0.40000000000009095,2.2000000000000455,-0.40000000000000036,1.7199999999999989,0.0,False,False,False,True,False
317,1,PLACE_AT_1,PLACE_AT_2,1,2,3,5,15,1.1466666666666672,3.631974407293931,-0.3066666666666669,2.9866666666666677,0.9245,0.0752,3.199999999999818,-1.200000000000045,0.0,1.0399999999999976,0.0,True,False,False,True,False
317,2,PLACE_AT_1,PLACE_AT_2,1,2,3,5,15,0.27999999999999897,2.155126777841952,-0.7733333333333352,1.3199999999999998,0.6953,0.3047,0.6000000000001364,-1.2000000000000455,0.0,0.4399999999999977,0.6000000000000174,True,False,False,True,False
317,3,PLACE_AT_1,PLACE_AT_2,1,2,3,5,15,-0.35999999999999915,2.4262846376419125,-1.3599999999999997,0.5066666666666668,0.2399,0.7599,-1.0,0.40000000000009095,0.0,1.5200000000000045,3.0,False,False,False,True,False
317,4,PLACE_AT_1,PLACE_AT_2,1,2,3,5,15,-0.05333333333333312,1.5352369136235549,-0.7599999999999993,0.5333333333333333,0.4638,0.5092,0.2000000000000437,1.799999999999954,0.0,0.0,0.0,False,False,False,True,False
317,5,PLACE_AT_1,PLACE_AT_2,1,2,3,5,15,-0.45333333333333337,2.1320234073583264,-1.4400000000000006,0.41333333333333355,0.1715,0.8275,-0.7999999999999563,0.8000000000001819,0.2000000000000001,0.7999999999999998,-1.5599999999999912,False,False,False,True,False
317,6,PLACE_AT_1,PLACE_AT_2,1,2,3,5,15,-0.18666666666666673,1.1525540995462875,-0.7200000000000012,0.30666666666666725,0.2476,0.7459,-0.7999999999999545,0.8000000000001819,-0.19999999999999932,0.3999999999999999,-0.7999999999999998,False,False,False,True,False
317,7,PLACE_AT_1,PLACE_AT_2,1,2,3,5,15,0.30666666666666725,4.345024521822412,-1.2266666666666657,2.1199999999999997,0.6128,0.3869,0.8000000000001855,-0.599999999999909,0.0,-2.2399999999999975,4.679999999999994,False,False,False,True,False
317,8,PLACE_AT_1,PLACE_AT_2,1,2,3,5,15,-0.4666666666666666,1.6846647257229668,-1.2666666666666668,0.26666666666666666,0.1115,0.8626,-1.400000000000091,0.0,0.0,-0.19999999999999996,0.3999999999999999,False,False,False,True,False
331,1,PLACE_AT_1,PLACE_AT_2,1,2,3,5,15,0.5333333333333335,4.564876256602717,-1.3999999999999997,2.733333333333333,0.696,0.3015,1.5999999999999073,0.0,0.0,-1.0800000000000014,0.3200000000000047,False,False,False,True,False
331,2,PLACE_AT_1,PLACE_AT_2,1,2,3,5,15,0.09333333333333467,3.283610092275762,-1.293333333333331,1.4933333333333347,0.5909,0.4044,0.40000000000009095,0.599999999999909,0.0,0.6400000000000037,0.6800000000000073,False,False,False,True,False
331,3,PLACE_AT_1,PLACE_AT_2,1,2,3,5,15,-0.3333333333333334,3.8668308667927223,-2.0,1.4000000000000001,0.3277,0.6526,-1.0,0.0,0.0,0.4,0.7600000000000138,True,False,False,True,False
331,4,PLACE_AT_1,PLACE_AT_2,1,2,3,5,15,1.213333333333333,1.3866025626208347,0.5200000000000002,1.8666666666666663,0.9994,0.0005,3.7999999999999545,0.8000000000000682,0.0,1.4,0.8000000000000003,False,True,False,False,False
331,5,PLACE_AT_1,PLACE_AT_2,1,2,3,5,15,0.813333333333334,2.2006059771496314,-0.10666666666666817,1.8133333333333352,0.9539,0.0454,2.6000000000001364,-1.2000000000000455,0.1999999999999999,-0.39999999999999425,0.0,False,False,False,True,False
331,6,PLACE_AT_1,PLACE_AT_2,1,2,3,5,15,-0.21333333333333307,2.6070965423152974,-1.3466666666666665,0.7999999999999999,0.3543,0.6278,-0.6000000000001364,0.20000000000004542,0.0,-1.6000000000000112,0.0,False,False,False,True,False
331,7,PLACE_AT_1,PLACE_AT_2,1,2,3,5,15,0.6666666666666666,1.960563573008925,-0.31999999999999984,1.5866666666666667,0.9077,0.0884,1.7999999999999545,-1.0,0.0,0.8,1.3200000000000038,True,False,False,True,False
331,8,PLACE_AT_1,PLACE_AT_2,1,2,3,5,15,0.2400000000000001,1.3839900907985483,-0.26666666666666666,0.8800000000000007,0.7481,0.2275,1.2000000000000455,0.39999999999997715,0.1999999999999999,1.1200000000000045,0.0,False,False,False,True,False
337,1,PLACE_AT_1,PLACE_AT_2,1,2,3,5,15,-1.4133333333333329,2.9514806615050184,-2.7866666666666666,-0.09300000000000305,0.0186,0.9814,-4.0,-0.800000000000181,0.1999999999999999,-1.6800000000000013,-0.7200000000000049,False,False,True,False,False
337,2,PLACE_AT_1,PLACE_AT_2,1,2,3,5,15,-0.5333333333333327,2.516989887790195,-1.6799999999999988,0.5466666666666669,0.177,0.8225,-2.2000000000000455,-1.0,-0.20000000000000018,0.9199999999999993,0.9199999999999813,True,False,False,True,False
337,3,PLACE_AT_1,PLACE_AT_2,1,2,3,5,15,0.7600000000000007,1.523529736218777,0.1066666666666672,1.480000000000001,0.9894,0.0106,2.200000000000046,-0.4000000000000907,0.0,1.160000000000002,0.07999999999999474,True,True,False,False,True
337,4,PLACE_AT_1,PLACE_AT_2,1,2,3,5,15,1.6800000000000004,6.052059861851051,-1.2133333333333323,4.533333333333334,0.869,0.131,6.0,4.7999999999999545,0.0,1.639999999999998,-0.719999999999982,False,False,False,True,False
337,5,PLACE_AT_1,PLACE_AT_2,1,2,3,5,15,0.06666666666666717,5.809188124571856,-2.2133333333333307,1.9866666666666666,0.5534,0.4463,0.8000000000001819,3.0000000000000004,0.0,5.399999999999989,2.7200000000000104,False,False,False,True,False
337,6,PLACE_AT_1,PLACE_AT_2,1,2,3,5,15,0.5866666666666677,4.66198404524246,-1.3599999999999992,2.960000000000001,0.6803,0.319,2.0,-0.7999999999999545,0.1999999999999999,-0.04000000000000348,1.5999999999999823,False,False,False,True,False
337,7,PLACE_AT_1,PLACE_AT_2,1,2,3,5,15,-1.5733333333333335,3.6479870509377528,-3.266666666666667,0.09333333333333334,0.0315,0.9684,-5.0,-1.4000000000000907,0.0,-2.5600000000000023,-1.9600000000000026,False,False,False,True,False
337,8,PLACE_AT_1,PLACE_AT_2,1,2,3,5,15,-1.519999999999999,4.076973667527702,-3.5466666666666637,0.38699999999999696,0.0632,0.9367,-4.7999999999999545,-1.2000000000000453,0.0,-2.32000000000001,-0.40000000000000036,False,False,False,True,False
347,1,PLACE_AT_1,PLACE_AT_2,1,2,3,5,15,-0.7200000000000006,3.899303967193559,-2.1600000000000006,0.8933333333333331,0.1741,0.8255,-1.5999999999999073,2.800000000000068,0.0,2.360000000000002,1.480000000000012,False,False,False,True,False
