seed,proposal_index,action,scenario,replication,block_day_count,scenario_replication_five_day_policy_delta
263,3,PLACE_AT_10,conservative,0,5,0.0
263,3,PLACE_AT_10,conservative,1,5,0.0
263,3,PLACE_AT_10,conservative,2,5,0.0
263,3,PLACE_AT_10,conservative,3,5,0.0
263,3,PLACE_AT_10,conservative,4,5,0.0
263,3,PLACE_AT_10,exploratory,0,5,0.0
263,3,PLACE_AT_10,exploratory,1,5,8.0
263,3,PLACE_AT_10,exploratory,2,5,-0.6000000000000085
263,3,PLACE_AT_10,exploratory,3,5,4.400000000000006
263,3,PLACE_AT_10,exploratory,4,5,0.0
263,3,PLACE_AT_10,neutral,0,5,-3.0
263,3,PLACE_AT_10,neutral,1,5,-6.999999999999986
263,3,PLACE_AT_10,neutral,2,5,0.0
263,3,PLACE_AT_10,neutral,3,5,0.0
263,3,PLACE_AT_10,neutral,4,5,0.0
263,3,PLACE_AT_2,conservative,0,5,1.0
263,3,PLACE_AT_2,conservative,1,5,-2.9999999999999964
263,3,PLACE_AT_2,conservative,2,5,3.0000000000000036
263,3,PLACE_AT_2,conservative,3,5,-1.1999999999999957
263,3,PLACE_AT_2,conservative,4,5,3.0
263,3,PLACE_AT_2,exploratory,0,5,4.0
263,3,PLACE_AT_2,exploratory,1,5,11.0
263,3,PLACE_AT_2,exploratory,2,5,5.3999999999999915
263,3,PLACE_AT_2,exploratory,3,5,-0.5999999999999943
263,3,PLACE_AT_2,exploratory,4,5,15.399999999999991
263,3,PLACE_AT_2,neutral,0,5,-5.199999999999989
263,3,PLACE_AT_2,neutral,1,5,-4.199999999999989
263,3,PLACE_AT_2,neutral,2,5,2.6000000000000156
263,3,PLACE_AT_2,neutral,3,5,11.0
263,3,PLACE_AT_2,neutral,4,5,11.799999999999997
263,3,PLACE_AT_3,conservative,0,5,1.0
263,3,PLACE_AT_3,conservative,1,5,0.0
263,3,PLACE_AT_3,conservative,2,5,3.552713678800501e-15
263,3,PLACE_AT_3,conservative,3,5,-1.1999999999999957
263,3,PLACE_AT_3,conservative,4,5,3.0
263,3,PLACE_AT_3,exploratory,0,5,3.0
263,3,PLACE_AT_3,exploratory,1,5,19.39999999999999
263,3,PLACE_AT_3,exploratory,2,5,5.3999999999999915
263,3,PLACE_AT_3,exploratory,3,5,0.4000000000000057
263,3,PLACE_AT_3,exploratory,4,5,2.5999999999999943
263,3,PLACE_AT_3,neutral,0,5,-5.399999999999984
263,3,PLACE_AT_3,neutral,1,5,0.0
263,3,PLACE_AT_3,neutral,2,5,-1.999999999999993
263,3,PLACE_AT_3,neutral,3,5,9.0
263,3,PLACE_AT_3,neutral,4,5,15.799999999999997
263,3,PLACE_AT_5,conservative,0,5,-1.0
263,3,PLACE_AT_5,conservative,1,5,0.0
263,3,PLACE_AT_5,conservative,2,5,2.6000000000000014
263,3,PLACE_AT_5,conservative,3,5,0.20000000000000284
263,3,PLACE_AT_5,conservative,4,5,5.0
263,3,PLACE_AT_5,exploratory,0,5,3.0
263,3,PLACE_AT_5,exploratory,1,5,11.0
263,3,PLACE_AT_5,exploratory,2,5,5.799999999999997
263,3,PLACE_AT_5,exploratory,3,5,-0.5999999999999943
263,3,PLACE_AT_5,exploratory,4,5,3.5999999999999943
263,3,PLACE_AT_5,neutral,0,5,-7.399999999999984
263,3,PLACE_AT_5,neutral,1,5,-4.799999999999983
263,3,PLACE_AT_5,neutral,2,5,-1.999999999999993
263,3,PLACE_AT_5,neutral,3,5,9.0
263,3,PLACE_AT_5,neutral,4,5,10.799999999999997
263,4,PLACE_AT_1,conservative,0,5,0.0
263,4,PLACE_AT_1,conservative,1,5,-2.0
263,4,PLACE_AT_1,conservative,2,5,7.9999999999999964
263,4,PLACE_AT_1,conservative,3,5,-0.9999999999999929
263,4,PLACE_AT_1,conservative,4,5,2.0
263,4,PLACE_AT_1,exploratory,0,5,4.799999999999983
263,4,PLACE_AT_1,exploratory,1,5,-2.0
263,4,PLACE_AT_1,exploratory,2,5,6.599999999999994
263,4,PLACE_AT_1,exploratory,3,5,0.0
263,4,PLACE_AT_1,exploratory,4,5,8.600000000000009
263,4,PLACE_AT_1,neutral,0,5,2.6000000000000085
263,4,PLACE_AT_1,neutral,1,5,2.0
263,4,PLACE_AT_1,neutral,2,5,-3.0
263,4,PLACE_AT_1,neutral,3,5,-1.3999999999999915
263,4,PLACE_AT_1,neutral,4,5,2.799999999999997
263,4,PLACE_AT_10,conservative,0,5,0.0
263,4,PLACE_AT_10,conservative,1,5,0.0
263,4,PLACE_AT_10,conservative,2,5,0.0
263,4,PLACE_AT_10,conservative,3,5,0.0
263,4,PLACE_AT_10,conservative,4,5,0.0
263,4,PLACE_AT_10,exploratory,0,5,0.0
263,4,PLACE_AT_10,exploratory,1,5,0.0
263,4,PLACE_AT_10,exploratory,2,5,-3.799999999999997
263,4,PLACE_AT_10,exploratory,3,5,0.0
263,4,PLACE_AT_10,exploratory,4,5,0.0
263,4,PLACE_AT_10,neutral,0,5,0.0
263,4,PLACE_AT_10,neutral,1,5,0.0
263,4,PLACE_AT_10,neutral,2,5,0.0
263,4,PLACE_AT_10,neutral,3,5,0.0
263,4,PLACE_AT_10,neutral,4,5,0.0
263,4,PLACE_AT_2,conservative,0,5,1.0
263,4,PLACE_AT_2,conservative,1,5,-2.0
263,4,PLACE_AT_2,conservative,2,5,0.5999999999999979
263,4,PLACE_AT_2,conservative,3,5,7.105427357601002e-15
263,4,PLACE_AT_2,conservative,4,5,0.0
263,4,PLACE_AT_2,exploratory,0,5,7.799999999999983
263,4,PLACE_AT_2,exploratory,1,5,-6.0
263,4,PLACE_AT_2,exploratory,2,5,2.5999999999999943
263,4,PLACE_AT_2,exploratory,3,5,1.0
263,4,PLACE_AT_2,exploratory,4,5,7.6000000000000085
263,4,PLACE_AT_2,neutral,0,5,4.6000000000000085
263,4,PLACE_AT_2,neutral,1,5,1.0
263,4,PLACE_AT_2,neutral,2,5,-4.0
263,4,PLACE_AT_2,neutral,3,5,0.6000000000000085
263,4,PLACE_AT_2,neutral,4,5,0.6000000000000085
263,4,PLACE_AT_3,conservative,0,5,-1.0
263,4,PLACE_AT_3,conservative,1,5,-2.0
263,4,PLACE_AT_3,conservative,2,5,2.9999999999999964
263,4,PLACE_AT_3,conservative,3,5,0.4000000000000057
263,4,PLACE_AT_3,conservative,4,5,1.0
263,4,PLACE_AT_3,exploratory,0,5,-3.200000000000017
263,4,PLACE_AT_3,exploratory,1,5,-6.0
263,4,PLACE_AT_3,exploratory,2,5,2.5999999999999943
263,4,PLACE_AT_3,exploratory,3,5,1.0
263,4,PLACE_AT_3,exploratory,4,5,7.6000000000000085
263,4,PLACE_AT_3,neutral,0,5,0.6000000000000085
263,4,PLACE_AT_3,neutral,1,5,1.0
263,4,PLACE_AT_3,neutral,2,5,-7.0
263,4,PLACE_AT_3,neutral,3,5,0.6000000000000085
263,4,PLACE_AT_3,neutral,4,5,0.6000000000000085
263,4,PLACE_AT_5,conservative,0,5,-1.0
263,4,PLACE_AT_5,conservative,1,5,-2.0
263,4,PLACE_AT_5,conservative,2,5,2.9999999999999964
263,4,PLACE_AT_5,conservative,3,5,1.20000000000001
263,4,PLACE_AT_5,conservative,4,5,2.0
263,4,PLACE_AT_5,exploratory,0,5,-1.200000000000017
263,4,PLACE_AT_5,exploratory,1,5,-4.0
263,4,PLACE_AT_5,exploratory,2,5,2.5999999999999943
263,4,PLACE_AT_5,exploratory,3,5,1.0
263,4,PLACE_AT_5,exploratory,4,5,9.600000000000009
263,4,PLACE_AT_5,neutral,0,5,-0.3999999999999915
263,4,PLACE_AT_5,neutral,1,5,0.0
263,4,PLACE_AT_5,neutral,2,5,-8.0
263,4,PLACE_AT_5,neutral,3,5,1.6000000000000085
263,4,PLACE_AT_5,neutral,4,5,0.0
263,5,PLACE_AT_1,conservative,0,5,3.0
263,5,PLACE_AT_1,conservative,1,5,4.000000000000007
263,5,PLACE_AT_1,conservative,2,5,11.800000000000004
263,5,PLACE_AT_1,conservative,3,5,-2.1999999999999957
263,5,PLACE_AT_1,conservative,4,5,-0.3999999999999986
263,5,PLACE_AT_1,exploratory,0,5,-3.0
263,5,PLACE_AT_1,exploratory,1,5,5.0
263,5,PLACE_AT_1,exploratory,2,5,-5.0
263,5,PLACE_AT_1,exploratory,3,5,-5.0
263,5,PLACE_AT_1,exploratory,4,5,0.0
263,5,PLACE_AT_1,neutral,0,5,11.0
263,5,PLACE_AT_1,neutral,1,5,4.199999999999996
263,5,PLACE_AT_1,neutral,2,5,-7.0
263,5,PLACE_AT_1,neutral,3,5,11.0
263,5,PLACE_AT_1,neutral,4,5,7.800000000000004
263,5,PLACE_AT_10,conservative,0,5,0.0
263,5,PLACE_AT_10,conservative,1,5,0.0
263,5,PLACE_AT_10,conservative,2,5,0.0
263,5,PLACE_AT_10,conservative,3,5,0.0
263,5,PLACE_AT_10,conservative,4,5,0.0
263,5,PLACE_AT_10,exploratory,0,5,0.0
263,5,PLACE_AT_10,exploratory,1,5,0.0
263,5,PLACE_AT_10,exploratory,2,5,0.0
263,5,PLACE_AT_10,exploratory,3,5,-1.0
263,5,PLACE_AT_10,exploratory,4,5,0.0
263,5,PLACE_AT_10,neutral,0,5,-6.999999999999986
263,5,PLACE_AT_10,neutral,1,5,4.6000000000000085
263,5,PLACE_AT_10,neutral,2,5,0.0
263,5,PLACE_AT_10,neutral,3,5,0.0
263,5,PLACE_AT_10,neutral,4,5,0.0
263,5,PLACE_AT_2,conservative,0,5,3.0
263,5,PLACE_AT_2,conservative,1,5,4.000000000000007
263,5,PLACE_AT_2,conservative,2,5,11.800000000000004
263,5,PLACE_AT_2,conservative,3,5,-7.999999999999993
263,5,PLACE_AT_2,conservative,4,5,-0.3999999999999986
263,5,PLACE_AT_2,exploratory,0,5,-4.0
263,5,PLACE_AT_2,exploratory,1,5,5.0
263,5,PLACE_AT_2,exploratory,2,5,-5.0
263,5,PLACE_AT_2,exploratory,3,5,-5.0
263,5,PLACE_AT_2,exploratory,4,5,0.0
263,5,PLACE_AT_2,neutral,0,5,11.0
263,5,PLACE_AT_2,neutral,1,5,3.1999999999999957
263,5,PLACE_AT_2,neutral,2,5,-7.0
263,5,PLACE_AT_2,neutral,3,5,3.8000000000000114
263,5,PLACE_AT_2,neutral,4,5,8.0
263,5,PLACE_AT_3,conservative,0,5,1.0
263,5,PLACE_AT_3,conservative,1,5,7.200000000000003
263,5,PLACE_AT_3,conservative,2,5,12.800000000000004
263,5,PLACE_AT_3,conservative,3,5,-3.999999999999993
263,5,PLACE_AT_3,conservative,4,5,9.0
263,5,PLACE_AT_3,exploratory,0,5,4.599999999999994
263,5,PLACE_AT_3,exploratory,1,5,8.0
263,5,PLACE_AT_3,exploratory,2,5,-7.0
263,5,PLACE_AT_3,exploratory,3,5,-5.0
263,5,PLACE_AT_3,exploratory,4,5,1.0
263,5,PLACE_AT_3,neutral,0,5,9.0
263,5,PLACE_AT_3,neutral,1,5,0.19999999999999574
263,5,PLACE_AT_3,neutral,2,5,-6.0
263,5,PLACE_AT_3,neutral,3,5,4.800000000000011
263,5,PLACE_AT_3,neutral,4,5,8.0
263,5,PLACE_AT_5,conservative,0,5,0.0
263,5,PLACE_AT_5,conservative,1,5,10.600000000000001
263,5,PLACE_AT_5,conservative,2,5,8.800000000000004
263,5,PLACE_AT_5,conservative,3,5,-8.999999999999993
263,5,PLACE_AT_5,conservative,4,5,1.2000000000000028
263,5,PLACE_AT_5,exploratory,0,5,2.0
263,5,PLACE_AT_5,exploratory,1,5,7.0
263,5,PLACE_AT_5,exploratory,2,5,-7.0
263,5,PLACE_AT_5,exploratory,3,5,-6.0
263,5,PLACE_AT_5,exploratory,4,5,0.0
263,5,PLACE_AT_5,neutral,0,5,0.0
263,5,PLACE_AT_5,neutral,1,5,1.1999999999999957
263,5,PLACE_AT_5,neutral,2,5,-6.0
263,5,PLACE_AT_5,neutral,3,5,2.8000000000000114
263,5,PLACE_AT_5,neutral,4,5,0.0
263,6,PLACE_AT_1,conservative,0,5,-4.0
263,6,PLACE_AT_1,conservative,1,5,2.0
263,6,PLACE_AT_1,conservative,2,5,4.6000000000000085
263,6,PLACE_AT_1,conservative,3,5,-3.799999999999997
263,6,PLACE_AT_1,conservative,4,5,6.000000000000007
263,6,PLACE_AT_1,exploratory,0,5,0.0
263,6,PLACE_AT_1,exploratory,1,5,1.0
263,6,PLACE_AT_1,exploratory,2,5,3.200000000000003
263,6,PLACE_AT_1,exploratory,3,5,4.200000000000003
263,6,PLACE_AT_1,exploratory,4,5,7.599999999999994
263,6,PLACE_AT_1,neutral,0,5,4.600000000000016
263,6,PLACE_AT_1,neutral,1,5,4.0
263,6,PLACE_AT_1,neutral,2,5,-0.4000000000000057
263,6,PLACE_AT_1,neutral,3,5,4.400000000000006
263,6,PLACE_AT_1,neutral,4,5,2.0
263,6,PLACE_AT_10,conservative,0,5,1.0
263,6,PLACE_AT_10,conservative,1,5,-2.9999999999999964
263,6,PLACE_AT_10,conservative,2,5,0.0
263,6,PLACE_AT_10,conservative,3,5,2.0
263,6,PLACE_AT_10,conservative,4,5,-3.5999999999999943
263,6,PLACE_AT_10,exploratory,0,5,0.0
263,6,PLACE_AT_10,exploratory,1,5,1.0
263,6,PLACE_AT_10,exploratory,2,5,0.0
263,6,PLACE_AT_10,exploratory,3,5,11.599999999999994
263,6,PLACE_AT_10,exploratory,4,5,0.0
263,6,PLACE_AT_10,neutral,0,5,0.0
263,6,PLACE_AT_10,neutral,1,5,-1.0
263,6,PLACE_AT_10,neutral,2,5,0.0
263,6,PLACE_AT_10,neutral,3,5,-2.0
263,6,PLACE_AT_10,neutral,4,5,-1.0
263,6,PLACE_AT_2,conservative,0,5,-5.0
263,6,PLACE_AT_2,conservative,1,5,2.0000000000000036
263,6,PLACE_AT_2,conservative,2,5,4.6000000000000085
263,6,PLACE_AT_2,conservative,3,5,-5.799999999999997
263,6,PLACE_AT_2,conservative,4,5,3.200000000000003
263,6,PLACE_AT_2,exploratory,0,5,0.0
263,6,PLACE_AT_2,exploratory,1,5,4.0
263,6,PLACE_AT_2,exploratory,2,5,3.200000000000003
263,6,PLACE_AT_2,exploratory,3,5,-5.799999999999997
263,6,PLACE_AT_2,exploratory,4,5,20.599999999999994
263,6,PLACE_AT_2,neutral,0,5,4.600000000000016
263,6,PLACE_AT_2,neutral,1,5,4.0
263,6,PLACE_AT_2,neutral,2,5,-0.4000000000000057
263,6,PLACE_AT_2,neutral,3,5,4.400000000000006
263,6,PLACE_AT_2,neutral,4,5,9.0
263,6,PLACE_AT_3,conservative,0,5,-2.0
263,6,PLACE_AT_3,conservative,1,5,4.0000000000000036
263,6,PLACE_AT_3,conservative,2,5,6.800000000000001
263,6,PLACE_AT_3,conservative,3,5,-3.799999999999997
263,6,PLACE_AT_3,conservative,4,5,3.200000000000003
263,6,PLACE_AT_3,exploratory,0,5,0.0
263,6,PLACE_AT_3,exploratory,1,5,4.0
263,6,PLACE_AT_3,exploratory,2,5,3.200000000000003
263,6,PLACE_AT_3,exploratory,3,5,5.200000000000003
263,6,PLACE_AT_3,exploratory,4,5,7.599999999999994
263,6,PLACE_AT_3,neutral,0,5,4.600000000000016
263,6,PLACE_AT_3,neutral,1,5,4.0
263,6,PLACE_AT_3,neutral,2,5,-0.4000000000000057
263,6,PLACE_AT_3,neutral,3,5,4.400000000000006
263,6,PLACE_AT_3,neutral,4,5,9.0
263,6,PLACE_AT_5,conservative,0,5,1.0
263,6,PLACE_AT_5,conservative,1,5,2.0000000000000036
263,6,PLACE_AT_5,conservative,2,5,0.0
263,6,PLACE_AT_5,conservative,3,5,-7.0
263,6,PLACE_AT_5,conservative,4,5,5.200000000000003
263,6,PLACE_AT_5,exploratory,0,5,0.0
263,6,PLACE_AT_5,exploratory,1,5,4.0
263,6,PLACE_AT_5,exploratory,2,5,0.20000000000000284
263,6,PLACE_AT_5,exploratory,3,5,2.200000000000003
263,6,PLACE_AT_5,exploratory,4,5,13.0
263,6,PLACE_AT_5,neutral,0,5,13.600000000000009
263,6,PLACE_AT_5,neutral,1,5,4.0
263,6,PLACE_AT_5,neutral,2,5,-0.4000000000000057
263,6,PLACE_AT_5,neutral,3,5,-0.5999999999999943
263,6,PLACE_AT_5,neutral,4,5,8.0
263,7,PLACE_AT_1,conservative,0,5,7.600000000000001
263,7,PLACE_AT_1,conservative,1,5,3.552713678800501e-15
263,7,PLACE_AT_1,conservative,2,5,1.1999999999999993
263,7,PLACE_AT_1,conservative,3,5,-1.0
263,7,PLACE_AT_1,conservative,4,5,-3.0
263,7,PLACE_AT_1,exploratory,0,5,0.6000000000000085
263,7,PLACE_AT_1,exploratory,1,5,18.799999999999997
263,7,PLACE_AT_1,exploratory,2,5,1.5999999999999943
263,7,PLACE_AT_1,exploratory,3,5,-2.5999999999999943
263,7,PLACE_AT_1,exploratory,4,5,7.200000000000003
263,7,PLACE_AT_1,neutral,0,5,-13.999999999999986
263,7,PLACE_AT_1,neutral,1,5,-17.6
263,7,PLACE_AT_1,neutral,2,5,-3.0
263,7,PLACE_AT_1,neutral,3,5,13.600000000000001
263,7,PLACE_AT_1,neutral,4,5,18.200000000000003
263,7,PLACE_AT_10,conservative,0,5,0.0
263,7,PLACE_AT_10,conservative,1,5,0.0
263,7,PLACE_AT_10,conservative,2,5,0.0
263,7,PLACE_AT_10,conservative,3,5,0.0
263,7,PLACE_AT_10,conservative,4,5,0.0
263,7,PLACE_AT_10,exploratory,0,5,0.0
263,7,PLACE_AT_10,exploratory,1,5,0.0
263,7,PLACE_AT_10,exploratory,2,5,0.0
263,7,PLACE_AT_10,exploratory,3,5,0.0
263,7,PLACE_AT_10,exploratory,4,5,0.0
263,7,PLACE_AT_10,neutral,0,5,0.0
263,7,PLACE_AT_10,neutral,1,5,0.0
263,7,PLACE_AT_10,neutral,2,5,0.0
263,7,PLACE_AT_10,neutral,3,5,0.0
263,7,PLACE_AT_10,neutral,4,5,0.0
263,7,PLACE_AT_2,conservative,0,5,9.600000000000001
263,7,PLACE_AT_2,conservative,1,5,2.0
263,7,PLACE_AT_2,conservative,2,5,2.6000000000000014
263,7,PLACE_AT_2,conservative,3,5,-2.0
