candidate_count,base_rank_one_based_permutation,base_rank_zero_based_permutation,duplicate_rank_count,gap_count,base_score_nonincreasing_by_base_rank,base_score_desc_stable_agreement_rate,base_score_desc_stable_exact,base_score_desc_product_id_asc_agreement_rate,base_score_desc_product_id_asc_exact,base_score_desc_product_id_desc_agreement_rate,base_score_desc_product_id_desc_exact,base_score_asc_stable_agreement_rate,base_score_asc_stable_exact,retrieval_score_desc_stable_agreement_rate,retrieval_score_desc_stable_exact,semantic_rank_score_desc_stable_agreement_rate,semantic_rank_score_desc_stable_exact,final_score_desc_stable_diagnostic_only_agreement_rate,final_score_desc_stable_diagnostic_only_exact,seed,query_id
61,True,False,0,0,True,0.9344262295081968,False,1.0,True,0.8688524590163934,False,0.01639344262295082,False,0.04918032786885246,False,0.08196721311475409,False,0.9344262295081968,False,269,15
71,True,False,0,0,True,0.9436619718309859,False,1.0,True,0.9154929577464789,False,0.014084507042253521,False,0.056338028169014086,False,0.014084507042253521,False,0.9436619718309859,False,269,16
64,True,False,0,0,True,1.0,True,1.0,True,1.0,True,0.0,False,0.046875,False,0.1875,False,1.0,True,269,17
58,True,False,0,0,True,1.0,True,1.0,True,1.0,True,0.0,False,0.06896551724137931,False,0.017241379310344827,False,1.0,True,269,18
54,True,False,0,0,True,1.0,True,1.0,True,1.0,True,0.0,False,0.07407407407407407,False,0.1111111111111111,False,1.0,True,269,19
63,True,False,0,0,True,1.0,True,1.0,True,1.0,True,0.015873015873015872,False,0.031746031746031744,False,0.047619047619047616,False,1.0,True,269,20
60,True,False,0,0,True,1.0,True,1.0,True,1.0,True,0.0,False,0.06666666666666667,False,0.16666666666666666,False,1.0,True,269,21
62,True,False,0,0,True,0.967741935483871,False,1.0,True,0.967741935483871,False,0.0,False,0.06451612903225806,False,0.0967741935483871,False,0.967741935483871,False,269,22
72,True,False,0,0,True,1.0,True,0.9722222222222222,False,1.0,True,0.0,False,0.05555555555555555,False,0.027777777777777776,False,1.0,True,269,23
63,True,False,0,0,True,1.0,True,1.0,True,0.9682539682539683,False,0.015873015873015872,False,0.031746031746031744,False,0.14285714285714285,False,1.0,True,269,24
55,True,False,0,0,True,1.0,True,1.0,True,1.0,True,0.01818181818181818,False,0.05454545454545454,False,0.0,False,1.0,True,269,25
61,True,False,0,0,True,1.0,True,1.0,True,0.9672131147540983,False,0.01639344262295082,False,0.04918032786885246,False,0.09836065573770492,False,0.9344262295081968,False,269,26
69,True,False,0,0,True,1.0,True,1.0,True,1.0,True,0.014492753623188406,False,0.043478260869565216,False,0.08695652173913043,False,1.0,True,269,27
63,True,False,0,0,True,1.0,True,1.0,True,1.0,True,0.015873015873015872,False,0.031746031746031744,False,0.047619047619047616,False,1.0,True,269,28
61,True,False,0,0,True,1.0,True,1.0,True,1.0,True,0.01639344262295082,False,0.0,False,0.04918032786885246,False,0.9344262295081968,False,269,29
63,True,False,0,0,True,1.0,True,1.0,True,0.9682539682539683,False,0.015873015873015872,False,0.047619047619047616,False,0.06349206349206349,False,1.0,True,269,30
64,True,False,0,0,True,0.9375,False,1.0,True,0.9375,False,0.0,False,0.046875,False,0.0625,False,0.9375,False,269,31
55,True,False,0,0,True,1.0,True,1.0,True,1.0,True,0.01818181818181818,False,0.07272727272727272,False,0.07272727272727272,False,1.0,True,269,32
64,True,False,0,0,True,0.96875,False,1.0,True,0.9375,False,0.0,False,0.03125,False,0.046875,False,0.96875,False,269,33
61,True,False,0,0,True,1.0,True,1.0,True,1.0,True,0.01639344262295082,False,0.03278688524590164,False,0.06557377049180328,False,0.9672131147540983,False,269,34
54,True,False,0,0,True,1.0,True,1.0,True,1.0,True,0.0,False,0.0,False,0.1111111111111111,False,1.0,True,269,35
58,True,False,0,0,True,1.0,True,1.0,True,0.9655172413793104,False,0.0,False,0.017241379310344827,False,0.05172413793103448,False,1.0,True,269,36
59,True,False,0,0,True,1.0,True,1.0,True,1.0,True,0.01694915254237288,False,0.03389830508474576,False,0.11864406779661017,False,0.9152542372881356,False,269,37
62,True,False,0,0,True,0.967741935483871,False,1.0,True,0.967741935483871,False,0.0,False,0.06451612903225806,False,0.0967741935483871,False,0.967741935483871,False,269,38
58,True,False,0,0,True,1.0,True,1.0,True,1.0,True,0.0,False,0.017241379310344827,False,0.08620689655172414,False,1.0,True,269,39
58,True,False,0,0,True,1.0,True,1.0,True,0.9655172413793104,False,0.0,False,0.017241379310344827,False,0.08620689655172414,False,1.0,True,269,40
64,True,False,0,0,True,0.96875,False,1.0,True,0.9375,False,0.0,False,0.03125,False,0.046875,False,0.96875,False,269,41
72,True,False,0,0,True,1.0,True,1.0,True,0.9722222222222222,False,0.0,False,0.041666666666666664,False,0.05555555555555555,False,1.0,True,269,42
54,True,False,0,0,True,1.0,True,1.0,True,1.0,True,0.0,False,0.0,False,0.1111111111111111,False,1.0,True,269,43
63,True,False,0,0,True,1.0,True,1.0,True,1.0,True,0.015873015873015872,False,0.031746031746031744,False,0.047619047619047616,False,1.0,True,269,44
61,True,False,0,0,True,1.0,True,1.0,True,0.9672131147540983,False,0.0,False,0.14754098360655737,False,0.04918032786885246,False,1.0,True,269,45
63,True,False,0,0,True,1.0,True,1.0,True,0.9682539682539683,False,0.015873015873015872,False,0.015873015873015872,False,0.09523809523809523,False,1.0,True,269,46
61,True,False,0,0,True,0.9344262295081968,False,1.0,True,0.8688524590163934,False,0.01639344262295082,False,0.04918032786885246,False,0.08196721311475409,False,0.9344262295081968,False,269,47
61,True,False,0,0,True,0.9672131147540983,False,1.0,True,0.9672131147540983,False,0.01639344262295082,False,0.03278688524590164,False,0.11475409836065574,False,0.9672131147540983,False,271,0
60,True,False,0,0,True,0.9666666666666667,False,1.0,True,0.9666666666666667,False,0.0,False,0.016666666666666666,False,0.06666666666666667,False,0.9666666666666667,False,271,1
59,True,False,0,0,True,0.9661016949152542,False,1.0,True,0.9661016949152542,False,0.01694915254237288,False,0.01694915254237288,False,0.1016949152542373,False,0.9661016949152542,False,271,2
66,True,False,0,0,True,1.0,True,1.0,True,1.0,True,0.0,False,0.030303030303030304,False,0.030303030303030304,False,1.0,True,271,3
66,True,False,0,0,True,0.9393939393939394,False,1.0,True,0.9393939393939394,False,0.0,False,0.0,False,0.09090909090909091,False,0.9393939393939394,False,271,4
61,True,False,0,0,True,1.0,True,1.0,True,0.9672131147540983,False,0.01639344262295082,False,0.0,False,0.06557377049180328,False,1.0,True,271,5
61,True,False,0,0,True,1.0,True,1.0,True,1.0,True,0.01639344262295082,False,0.06557377049180328,False,0.04918032786885246,False,1.0,True,271,6
57,True,False,0,0,True,1.0,True,1.0,True,0.9649122807017544,False,0.017543859649122806,False,0.07017543859649122,False,0.07017543859649122,False,1.0,True,271,7
54,True,False,0,0,True,1.0,True,1.0,True,1.0,True,0.0,False,0.018518518518518517,False,0.09259259259259259,False,1.0,True,271,8
65,True,False,0,0,True,0.9692307692307692,False,1.0,True,0.9384615384615385,False,0.015384615384615385,False,0.046153846153846156,False,0.09230769230769231,False,0.9692307692307692,False,271,9
63,True,False,0,0,True,1.0,True,1.0,True,0.9365079365079365,False,0.015873015873015872,False,0.031746031746031744,False,0.1111111111111111,False,1.0,True,271,10
54,True,False,0,0,True,0.9629629629629629,False,1.0,True,0.9259259259259259,False,0.0,False,0.037037037037037035,False,0.05555555555555555,False,0.9629629629629629,False,271,11
60,True,False,0,0,True,1.0,True,1.0,True,1.0,True,0.0,False,0.06666666666666667,False,0.1,False,1.0,True,271,12
63,True,False,0,0,True,0.9682539682539683,False,1.0,True,0.9365079365079365,False,0.015873015873015872,False,0.015873015873015872,False,0.06349206349206349,False,0.9682539682539683,False,271,13
61,True,False,0,0,True,1.0,True,1.0,True,1.0,True,0.01639344262295082,False,0.06557377049180328,False,0.04918032786885246,False,1.0,True,271,14
66,True,False,0,0,True,1.0,True,1.0,True,1.0,True,0.0,False,0.030303030303030304,False,0.06060606060606061,False,1.0,True,271,15
61,True,False,0,0,True,0.9672131147540983,False,1.0,True,0.9672131147540983,False,0.01639344262295082,False,0.03278688524590164,False,0.11475409836065574,False,0.9672131147540983,False,271,16
55,True,False,0,0,True,0.9636363636363636,False,1.0,True,0.9636363636363636,False,0.01818181818181818,False,0.01818181818181818,False,0.03636363636363636,False,0.9636363636363636,False,271,17
57,True,False,0,0,True,1.0,True,1.0,True,1.0,True,0.017543859649122806,False,0.03508771929824561,False,0.07017543859649122,False,1.0,True,271,18
54,True,False,0,0,True,0.9629629629629629,False,1.0,True,0.9259259259259259,False,0.0,False,0.037037037037037035,False,0.05555555555555555,False,0.9629629629629629,False,271,19
58,True,False,0,0,True,1.0,True,1.0,True,0.9310344827586207,False,0.0,False,0.034482758620689655,False,0.034482758620689655,False,1.0,True,271,20
57,True,False,0,0,True,0.9298245614035088,False,1.0,True,0.9298245614035088,False,0.017543859649122806,False,0.03508771929824561,False,0.14035087719298245,False,0.9298245614035088,False,271,21
61,True,False,0,0,True,1.0,True,1.0,True,1.0,True,0.01639344262295082,False,0.06557377049180328,False,0.04918032786885246,False,1.0,True,271,22
62,True,False,0,0,True,0.967741935483871,False,1.0,True,0.967741935483871,False,0.0,False,0.03225806451612903,False,0.06451612903225806,False,0.967741935483871,False,271,23
61,True,False,0,0,True,0.9672131147540983,False,1.0,True,0.9344262295081968,False,0.01639344262295082,False,0.04918032786885246,False,0.06557377049180328,False,0.9672131147540983,False,271,24
60,True,False,0,0,True,0.9666666666666667,False,1.0,True,0.9666666666666667,False,0.0,False,0.016666666666666666,False,0.06666666666666667,False,0.9666666666666667,False,271,25
64,True,False,0,0,True,0.9375,False,1.0,True,0.9375,False,0.0,False,0.03125,False,0.0625,False,0.9375,False,271,26
54,True,False,0,0,True,0.9629629629629629,False,1.0,True,0.9259259259259259,False,0.0,False,0.037037037037037035,False,0.05555555555555555,False,0.9629629629629629,False,271,27
60,True,False,0,0,True,1.0,True,1.0,True,1.0,True,0.0,False,0.06666666666666667,False,0.1,False,1.0,True,271,28
61,True,False,0,0,True,0.9672131147540983,False,1.0,True,0.9672131147540983,False,0.01639344262295082,False,0.09836065573770492,False,0.14754098360655737,False,0.9672131147540983,False,271,29
61,True,False,0,0,True,1.0,True,1.0,True,1.0,True,0.01639344262295082,False,0.06557377049180328,False,0.04918032786885246,False,1.0,True,271,30
62,True,False,0,0,True,0.967741935483871,False,1.0,True,0.967741935483871,False,0.0,False,0.03225806451612903,False,0.06451612903225806,False,0.967741935483871,False,271,31
66,True,False,0,0,True,0.9696969696969697,False,1.0,True,0.9696969696969697,False,0.0,False,0.06060606060606061,False,0.09090909090909091,False,0.9696969696969697,False,271,32
60,True,False,0,0,True,0.9666666666666667,False,1.0,True,0.9666666666666667,False,0.0,False,0.016666666666666666,False,0.06666666666666667,False,0.9666666666666667,False,271,33
66,True,False,0,0,True,1.0,True,1.0,True,1.0,True,0.0,False,0.015151515151515152,False,0.07575757575757576,False,1.0,True,271,34
54,True,False,0,0,True,1.0,True,1.0,True,0.9629629629629629,False,0.0,False,0.037037037037037035,False,0.1111111111111111,False,1.0,True,271,35
55,True,False,0,0,True,1.0,True,1.0,True,1.0,True,0.01818181818181818,False,0.01818181818181818,False,0.09090909090909091,False,0.9636363636363636,False,271,36
56,True,False,0,0,True,0.9285714285714286,False,1.0,True,0.9285714285714286,False,0.0,False,0.03571428571428571,False,0.03571428571428571,False,0.9285714285714286,False,271,37
57,True,False,0,0,True,1.0,True,1.0,True,0.9649122807017544,False,0.017543859649122806,False,0.03508771929824561,False,0.07017543859649122,False,1.0,True,271,38
56,True,False,0,0,True,1.0,True,1.0,True,1.0,True,0.0,False,0.07142857142857142,False,0.07142857142857142,False,1.0,True,271,39
56,True,False,0,0,True,1.0,True,1.0,True,1.0,True,0.0,False,0.07142857142857142,False,0.05357142857142857,False,1.0,True,271,40
60,True,False,0,0,True,1.0,True,1.0,True,1.0,True,0.0,False,0.05,False,0.05,False,1.0,True,271,41
64,True,False,0,0,True,0.96875,False,1.0,True,0.96875,False,0.0,False,0.046875,False,0.015625,False,0.96875,False,271,42
54,True,False,0,0,True,0.9629629629629629,False,1.0,True,0.9259259259259259,False,0.0,False,0.037037037037037035,False,0.05555555555555555,False,0.9629629629629629,False,271,43
60,True,False,0,0,True,1.0,True,1.0,True,1.0,True,0.0,False,0.06666666666666667,False,0.1,False,1.0,True,271,44
64,True,False,0,0,True,0.96875,False,1.0,True,0.9375,False,0.0,False,0.03125,False,0.046875,False,0.96875,False,271,45
61,True,False,0,0,True,1.0,True,1.0,True,1.0,True,0.01639344262295082,False,0.06557377049180328,False,0.04918032786885246,False,1.0,True,271,46
57,True,False,0,0,True,1.0,True,1.0,True,1.0,True,0.017543859649122806,False,0.05263157894736842,False,0.05263157894736842,False,1.0,True,271,47
59,True,False,0,0,True,1.0,True,1.0,True,1.0,True,0.01694915254237288,False,0.06779661016949153,False,0.1016949152542373,False,1.0,True,277,0
63,True,False,0,0,True,1.0,True,1.0,True,1.0,True,0.015873015873015872,False,0.031746031746031744,False,0.07936507936507936,False,1.0,True,277,1
61,True,False,0,0,True,1.0,True,1.0,True,1.0,True,0.01639344262295082,False,0.04918032786885246,False,0.09836065573770492,False,1.0,True,277,2
65,True,False,0,0,True,0.9692307692307692,False,1.0,True,0.9692307692307692,False,0.015384615384615385,False,0.06153846153846154,False,0.07692307692307693,False,0.9692307692307692,False,277,3
65,True,False,0,0,True,1.0,True,1.0,True,1.0,True,0.015384615384615385,False,0.06153846153846154,False,0.046153846153846156,False,1.0,True,277,4
62,True,False,0,0,True,0.9354838709677419,False,1.0,True,0.9354838709677419,False,0.0,False,0.04838709677419355,False,0.11290322580645161,False,0.9354838709677419,False,277,5
62,True,False,0,0,True,1.0,True,1.0,True,0.967741935483871,False,0.0,False,0.06451612903225806,False,0.14516129032258066,False,1.0,True,277,6
60,True,False,0,0,True,0.9666666666666667,False,1.0,True,0.9666666666666667,False,0.0,False,0.016666666666666666,False,0.06666666666666667,False,0.9666666666666667,False,277,7
59,True,False,0,0,True,1.0,True,1.0,True,1.0,True,0.01694915254237288,False,0.06779661016949153,False,0.1016949152542373,False,1.0,True,277,8
63,True,False,0,0,True,1.0,True,1.0,True,1.0,True,0.015873015873015872,False,0.047619047619047616,False,0.09523809523809523,False,1.0,True,277,9
61,True,False,0,0,True,1.0,True,1.0,True,1.0,True,0.01639344262295082,False,0.01639344262295082,False,0.11475409836065574,False,1.0,True,277,10
52,True,False,0,0,True,1.0,True,1.0,True,1.0,True,0.0,False,0.11538461538461539,False,0.019230769230769232,False,0.9230769230769231,False,277,11
64,True,False,0,0,True,0.96875,False,1.0,True,0.9375,False,0.0,False,0.03125,False,0.125,False,0.96875,False,277,12
63,True,False,0,0,True,1.0,True,1.0,True,1.0,True,0.015873015873015872,False,0.047619047619047616,False,0.047619047619047616,False,1.0,True,277,13
60,True,False,0,0,True,1.0,True,1.0,True,0.9333333333333333,False,0.0,False,0.0,False,0.016666666666666666,False,1.0,True,277,14
67,True,False,0,0,True,0.9701492537313433,False,1.0,True,0.9402985074626866,False,0.014925373134328358,False,0.029850746268656716,False,0.05970149253731343,False,0.9701492537313433,False,277,15
59,True,False,0,0,True,1.0,True,1.0,True,1.0,True,0.01694915254237288,False,0.06779661016949153,False,0.1016949152542373,False,1.0,True,277,16
63,True,False,0,0,True,1.0,True,1.0,True,1.0,True,0.015873015873015872,False,0.031746031746031744,False,0.09523809523809523,False,1.0,True,277,17
54,True,False,0,0,True,0.9629629629629629,False,0.9629629629629629,False,1.0,True,0.0,False,0.05555555555555555,False,0.05555555555555555,False,0.9629629629629629,False,277,18
52,True,False,0,0,True,1.0,True,1.0,True,1.0,True,0.0,False,0.11538461538461539,False,0.019230769230769232,False,0.9230769230769231,False,277,19
58,True,False,0,0,True,1.0,True,1.0,True,1.0,True,0.0,False,0.034482758620689655,False,0.05172413793103448,False,1.0,True,277,20
58,True,False,0,0,True,1.0,True,1.0,True,0.9655172413793104,False,0.0,False,0.0,False,0.034482758620689655,False,1.0,True,277,21
55,True,False,0,0,True,0.9636363636363636,False,1.0,True,0.9272727272727272,False,0.01818181818181818,False,0.07272727272727272,False,0.03636363636363636,False,0.9636363636363636,False,277,22
60,True,False,0,0,True,1.0,True,1.0,True,1.0,True,0.0,False,0.05,False,0.11666666666666667,False,1.0,True,277,23
59,True,False,0,0,True,1.0,True,1.0,True,1.0,True,0.01694915254237288,False,0.06779661016949153,False,0.1016949152542373,False,1.0,True,277,24
63,True,False,0,0,True,1.0,True,1.0,True,0.9365079365079365,False,0.015873015873015872,False,0.07936507936507936,False,0.1111111111111111,False,1.0,True,277,25
61,True,False,0,0,True,1.0,True,1.0,True,1.0,True,0.01639344262295082,False,0.04918032786885246,False,0.09836065573770492,False,1.0,True,277,26
52,True,False,0,0,True,0.9615384615384616,False,1.0,True,0.9615384615384616,False,0.0,False,0.038461538461538464,False,0.038461538461538464,False,0.9615384615384616,False,277,27
64,True,False,0,0,True,1.0,True,1.0,True,1.0,True,0.0,False,0.125,False,0.09375,False,1.0,True,277,28
69,True,False,0,0,True,1.0,True,1.0,True,1.0,True,0.014492753623188406,False,0.028985507246376812,False,0.057971014492753624,False,1.0,True,277,29
62,True,False,0,0,True,1.0,True,1.0,True,1.0,True,0.0,False,0.08064516129032258,False,0.08064516129032258,False,0.9193548387096774,False,277,30
61,True,False,0,0,True,0.9672131147540983,False,0.9672131147540983,False,0.9672131147540983,False,0.01639344262295082,False,0.03278688524590164,False,0.14754098360655737,False,0.9672131147540983,False,277,31
59,True,False,0,0,True,1.0,True,1.0,True,1.0,True,0.01694915254237288,False,0.06779661016949153,False,0.1016949152542373,False,1.0,True,277,32
63,True,False,0,0,True,1.0,True,1.0,True,1.0,True,0.015873015873015872,False,0.031746031746031744,False,0.07936507936507936,False,1.0,True,277,33
66,True,False,0,0,True,1.0,True,1.0,True,0.9393939393939394,False,0.0,False,0.030303030303030304,False,0.09090909090909091,False,1.0,True,277,34
