seed,proposal_index,query_id,product_id,action,requested_rank,achieved_rank,original_base_rank,target_score,base_score,qrsbt_boost,days,traffic_per_day,replications,base_relevant_discovery,qrsbt_relevant_discovery,base_irrelevant_exposure,qrsbt_irrelevant_exposure,base_false_warmup,qrsbt_false_warmup,base_cold_to_warm,qrsbt_cold_to_warm,base_utility,qrsbt_utility,worst_scenario_relevant_delta,worst_scenario_irrelevant_delta,worst_scenario_utility_delta,p10_scenario_replication_utility_delta,mean_scenario_replication_utility_delta,scenario_count,relevant_discovery_delta,irrelevant_exposure_delta,false_warmup_delta
263,3,18,82,PLACE_AT_1,1,1,12,0.9221311475409837,0.7377049180327868,0.18442622950819687,5,80,5.0,1172.8,1182.6,948.8,946.2,2.8,3.0,160.4,160.0,977.4399999999999,987.36,-1.0,2.6,-1.9199999999999988,-5.639999999999992,3.306666666666666,3.0,9.799999999999955,-2.599999999999909,0.20000000000000018
263,3,18,82,PLACE_AT_2,2,2,12,0.8688524590163936,0.7377049180327868,0.13114754098360681,5,80,5.0,1172.8,1183.2,948.8,944.8,2.8,3.0,160.4,160.4,977.4399999999999,988.24,1.2,3.2,0.5600000000000023,-3.719999999999993,3.6000000000000036,3.0,10.400000000000091,-4.0,0.20000000000000018
263,3,18,82,PLACE_AT_3,3,3,12,0.8418032786885247,0.7377049180327868,0.10409836065573785,5,80,5.0,1172.8,1183.2,948.8,949.8,2.8,2.8,160.4,160.8,977.4399999999999,987.64,1.2,3.2,0.5600000000000023,-1.6799999999999953,3.3999999999999964,3.0,10.400000000000091,1.0,0.0
263,3,18,82,PLACE_AT_5,5,5,12,0.8196721311475411,0.7377049180327868,0.0819672131147543,5,80,5.0,1172.8,1180.2,948.8,950.6,2.8,2.8,160.4,160.0,977.4399999999999,984.4799999999999,1.0,2.2,1.1200000000000045,-3.679999999999972,2.34666666666667,3.0,7.400000000000091,1.8000000000000682,0.0
263,3,18,82,PLACE_AT_10,10,10,12,0.7508196721311476,0.7377049180327868,0.013114754098360826,5,80,5.0,1172.8,1173.4,948.8,950.0,2.8,2.8,160.4,160.0,977.4399999999999,977.8,-1.8,1.0,-2.0,-2.040000000000009,0.12000000000000076,3.0,0.6000000000001364,1.2000000000000455,0.0
263,4,24,64,PLACE_AT_1,1,1,15,0.9562500000000002,0.74765625,0.20859375000000013,5,80,5.0,1172.8,1180.0,948.8,956.8,2.8,2.8,160.4,160.0,977.4399999999999,983.04,0.8,4.0,0.6,-2.0,1.8666666666666705,3.0,7.2000000000000455,8.0,0.0
263,4,24,64,PLACE_AT_2,2,2,15,0.8984375000000001,0.74765625,0.1507812500000001,5,80,5.0,1172.8,1177.6,948.8,957.4,2.8,2.8,160.4,159.8,977.4399999999999,980.5200000000001,0.8,4.4,-0.07999999999999545,-3.1999999999999997,1.0266666666666766,3.0,4.7999999999999545,8.600000000000023,0.0
263,4,24,64,PLACE_AT_3,3,3,15,0.8964843750000001,0.74765625,0.1488281250000001,5,80,5.0,1172.8,1174.2,948.8,956.6,2.8,2.8,160.4,159.2,977.4399999999999,977.28,-0.6,3.6,-0.8399999999999863,-4.8799999999999955,-0.053333333333324615,3.0,1.400000000000091,7.800000000000068,0.0
263,4,24,64,PLACE_AT_5,5,5,15,0.8664062500000002,0.74765625,0.11875000000000013,5,80,5.0,1172.8,1175.0,948.8,955.4,2.8,2.8,160.4,159.4,977.4399999999999,978.32,-1.2,3.0,-1.359999999999991,-3.1999999999999997,0.2933333333333394,3.0,2.2000000000000455,6.600000000000023,0.0
263,4,24,64,PLACE_AT_10,10,10,15,0.7937500000000002,0.74765625,0.046093750000000155,5,80,5.0,1172.8,1172.4,948.8,950.6,2.8,2.8,160.4,160.2,977.4399999999999,976.68,-0.4,1.8,-0.7600000000000022,0.0,-0.2533333333333341,3.0,-0.3999999999998636,1.8000000000000682,0.0
263,5,36,260,PLACE_AT_1,1,1,14,0.9070312500000001,0.734375,0.17265625000000007,5,80,5.0,1172.8,1178.2,948.8,946.6,2.8,2.2,160.4,161.4,977.4399999999999,984.4799999999999,-2.0,0.0,-1.6,-5.0,2.346666666666664,3.0,5.400000000000091,-2.199999999999932,-0.5999999999999996
263,5,36,260,PLACE_AT_2,2,2,14,0.9023437500000001,0.734375,0.1679687500000001,5,80,5.0,1172.8,1175.4,948.8,947.4,2.8,2.2,160.4,161.4,977.4399999999999,981.5200000000001,-2.2,0.0,-1.8,-6.199999999999999,1.3600000000000003,3.0,2.6000000000001364,-1.3999999999999773,-0.5999999999999996
263,5,36,260,PLACE_AT_3,3,3,14,0.8898437500000002,0.734375,0.15546875000000016,5,80,5.0,1172.8,1180.0,948.8,947.2,2.8,2.2,160.4,163.2,977.4399999999999,986.1600000000001,0.0,0.4,0.3199999999999932,-5.6,2.9066666666666645,3.0,7.2000000000000455,-1.599999999999909,-0.5999999999999996
263,5,36,260,PLACE_AT_5,5,5,14,0.8710937500000001,0.734375,0.1367187500000001,5,80,5.0,1172.8,1172.8,948.8,947.2,2.8,2.4,160.4,162.0,977.4399999999999,978.5600000000001,-1.2,0.0,-0.8,-6.6,0.37333333333333296,3.0,0.0,-1.599999999999909,-0.3999999999999999
263,5,36,260,PLACE_AT_10,10,10,14,0.7656250000000001,0.734375,0.03125000000000011,5,80,5.0,1172.8,1172.4,948.8,950.2,2.8,2.8,160.4,160.4,977.4399999999999,976.76,-0.2,1.4,-0.4799999999999841,-0.5999999999999999,-0.22666666666666135,3.0,-0.3999999999998636,1.400000000000091,0.0
263,6,41,153,PLACE_AT_1,1,1,13,0.9395161290322581,0.8,0.13951612903225807,5,80,5.0,1172.8,1181.4,948.8,948.4,2.8,3.6,160.4,160.4,977.4399999999999,984.5200000000001,1.2,0.4,0.9600000000000023,-2.4399999999999973,2.360000000000006,3.0,8.600000000000136,-0.39999999999997726,0.8000000000000003
263,6,41,153,PLACE_AT_2,2,2,13,0.9362903225806453,0.8,0.13629032258064522,5,80,5.0,1172.8,1182.8,948.8,948.2,2.8,3.6,160.4,161.6,977.4399999999999,985.96,0.0,0.4,-0.2,-5.479999999999973,2.840000000000005,3.0,10.0,-0.599999999999909,0.8000000000000003
263,6,41,153,PLACE_AT_3,3,3,13,0.9354838709677421,0.8,0.13548387096774206,5,80,5.0,1172.8,1184.8,948.8,951.0,2.8,3.6,160.4,160.8,977.4399999999999,987.4,2.4,1.8,1.6399999999999977,-1.3599999999999905,3.3200000000000047,3.0,12.0,2.2000000000000455,0.8000000000000003
263,6,41,153,PLACE_AT_5,5,5,13,0.9201612903225808,0.8,0.12016129032258072,5,80,5.0,1172.8,1183.4,948.8,948.6,2.8,3.6,160.4,161.4,977.4399999999999,986.4800000000001,0.6,0.4,0.23999999999999772,-0.5199999999999704,3.0133333333333403,3.0,10.600000000000136,-0.1999999999999318,0.8000000000000003
263,6,41,153,PLACE_AT_10,10,10,13,0.853225806451613,0.8,0.0532258064516129,5,80,5.0,1172.8,1174.0,948.8,949.8,2.8,2.8,160.4,160.6,977.4399999999999,978.4399999999999,-0.8,0.6,-0.8,-2.5999999999999996,0.3333333333333333,3.0,1.2000000000000455,1.0,0.0
263,7,42,90,PLACE_AT_1,1,1,12,0.9827868852459017,0.787704918032787,0.19508196721311477,5,80,5.0,1172.8,1178.0,948.8,951.2,2.8,2.4,160.4,160.6,977.4399999999999,982.96,-1.0,2.2,-0.559999999999991,-9.599999999999964,1.8400000000000072,3.0,5.2000000000000455,2.400000000000091,-0.3999999999999999
263,7,42,90,PLACE_AT_2,2,2,12,0.9663934426229509,0.787704918032787,0.17868852459016393,5,80,5.0,1172.8,1176.6,948.8,947.2,2.8,2.4,160.4,160.8,977.4399999999999,982.36,-1.4,-0.2,-0.39999999999998864,-9.439999999999985,1.640000000000009,3.0,3.7999999999999545,-1.599999999999909,-0.3999999999999999
263,7,42,90,PLACE_AT_3,3,3,12,0.9352459016393443,0.787704918032787,0.14754098360655732,5,80,5.0,1172.8,1174.4,948.8,946.2,2.8,2.6,160.4,161.0,977.4399999999999,979.96,-2.6,0.2,-1.5999999999999772,-7.479999999999972,0.8400000000000091,3.0,1.6000000000001364,-2.599999999999909,-0.19999999999999973
263,7,42,90,PLACE_AT_5,5,5,12,0.9106557377049181,0.787704918032787,0.12295081967213117,5,80,5.0,1172.8,1169.8,948.8,951.8,2.8,2.8,160.4,160.4,977.4399999999999,973.8400000000001,-1.4,1.8,-1.6399999999999864,-12.91999999999997,-1.1999999999999944,3.0,-3.0,3.0,0.0
263,7,42,90,PLACE_AT_10,10,10,12,0.8581967213114755,0.787704918032787,0.07049180327868854,5,80,5.0,1172.8,1172.8,948.8,948.8,2.8,2.8,160.4,160.4,977.4399999999999,977.4399999999999,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
263,8,45,125,PLACE_AT_1,1,1,11,0.9008333333333335,0.7533333333333333,0.1475000000000002,5,80,5.0,1172.8,1182.2,948.8,951.8,2.8,2.6,160.4,161.6,977.4399999999999,986.64,0.8,2.0,0.8000000000000114,-1.5999999999999999,3.0666666666666704,3.0,9.400000000000091,3.0,-0.19999999999999973
263,8,45,125,PLACE_AT_2,2,2,11,0.8958333333333334,0.7533333333333333,0.14250000000000007,5,80,5.0,1172.8,1180.8,948.8,954.8,2.8,2.6,160.4,161.4,977.4399999999999,984.64,0.8,4.4,0.8000000000000114,-3.559999999999979,2.4000000000000017,3.0,8.0,6.0,-0.19999999999999973
263,8,45,125,PLACE_AT_3,3,3,11,0.8516666666666668,0.7533333333333333,0.0983333333333335,5,80,5.0,1172.8,1174.4,948.8,950.6,2.8,2.8,160.4,160.0,977.4399999999999,978.68,0.2,1.2,-0.039999999999997725,-5.359999999999996,0.4133333333333364,3.0,1.6000000000001364,1.8000000000000682,0.0
263,8,45,125,PLACE_AT_5,5,5,11,0.8341666666666668,0.7533333333333333,0.08083333333333353,5,80,5.0,1172.8,1181.2,948.8,950.0,2.8,2.8,160.4,162.0,977.4399999999999,985.6,1.0,1.2,0.7600000000000022,-1.4399999999999975,2.7200000000000006,3.0,8.400000000000091,1.2000000000000455,0.0
263,8,45,125,PLACE_AT_10,10,10,11,0.7625000000000002,0.7533333333333333,0.009166666666666878,5,80,5.0,1172.8,1174.8,948.8,948.8,2.8,2.8,160.4,161.0,977.4399999999999,979.4399999999999,0.2,0.0,0.2,0.0,0.6666666666666666,3.0,2.0,0.0,0.0
269,1,3,115,PLACE_AT_1,1,1,14,0.8268518518518521,0.6768518518518518,0.15000000000000024,5,80,5.0,1253.6,1256.2,1144.0,1132.0,2.6,3.4,165.2,165.6,1019.6,1023.0,-1.2,-1.6,-0.6,-5.0,1.1333333333333333,3.0,2.6000000000001364,-12.0,0.7999999999999998
269,1,3,115,PLACE_AT_2,2,2,14,0.8259259259259261,0.6768518518518518,0.14907407407407425,5,80,5.0,1253.6,1257.0,1144.0,1131.4,2.6,3.2,165.2,165.8,1019.6,1024.3200000000002,-1.6,-1.6,-0.6,-4.920000000000004,1.573333333333333,3.0,3.400000000000091,-12.599999999999909,0.6000000000000001
269,1,3,115,PLACE_AT_3,3,3,14,0.764814814814815,0.6768518518518518,0.08796296296296313,5,80,5.0,1253.6,1255.2,1144.0,1137.4,2.6,3.2,165.2,165.6,1019.6,1021.32,-1.4,-1.4,-1.0,-6.439999999999986,0.573333333333331,3.0,1.6000000000001364,-6.599999999999909,0.6000000000000001
269,1,3,115,PLACE_AT_5,5,5,14,0.7555555555555556,0.6768518518518518,0.07870370370370383,5,80,5.0,1253.6,1257.0,1144.0,1138.0,2.6,2.4,165.2,165.2,1019.6,1024.6,0.0,0.4,0.4,-3.439999999999986,1.6666666666666647,3.0,3.400000000000091,-6.0,-0.20000000000000018
269,1,3,115,PLACE_AT_10,10,10,14,0.6898148148148149,0.6768518518518518,0.012962962962963065,5,80,5.0,1253.6,1253.6,1144.0,1144.0,2.6,2.6,165.2,165.2,1019.6,1019.6,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
269,2,5,117,PLACE_AT_1,1,1,13,0.9543103448275865,0.721551724137931,0.23275862068965547,5,80,5.0,1253.6,1255.2,1144.0,1142.8,2.6,2.4,165.2,163.0,1019.6,1021.8399999999999,-1.6,0.8,-1.6799999999999842,-5.920000000000027,0.7466666666666697,3.0,1.6000000000001364,-1.2000000000000455,-0.20000000000000018
269,2,5,117,PLACE_AT_2,2,2,13,0.9344827586206897,0.721551724137931,0.21293103448275874,5,80,5.0,1253.6,1251.6,1144.0,1142.2,2.6,2.4,165.2,162.4,1019.6,1018.36,-2.6,0.2,-2.679999999999984,-9.35999999999998,-0.4133333333333288,3.0,-2.0,-1.7999999999999545,-0.20000000000000018
269,2,5,117,PLACE_AT_3,3,3,13,0.9336206896551725,0.721551724137931,0.21206896551724153,5,80,5.0,1253.6,1251.6,1144.0,1142.6,2.6,2.4,165.2,163.4,1019.6,1018.28,-4.2,0.2,-4.199999999999989,-10.919999999999993,-0.4400000000000015,3.0,-2.0,-1.400000000000091,-0.20000000000000018
269,2,5,117,PLACE_AT_5,5,5,13,0.8465517241379312,0.721551724137931,0.12500000000000022,5,80,5.0,1253.6,1250.6,1144.0,1140.0,2.6,2.4,165.2,163.0,1019.6,1017.8,-2.0,-0.2,-1.8399999999999976,-10.480000000000041,-0.6000000000000019,3.0,-3.0,-4.0,-0.20000000000000018
269,2,5,117,PLACE_AT_10,10,10,13,0.735344827586207,0.721551724137931,0.013793103448276,5,80,5.0,1253.6,1253.2,1144.0,1143.6,2.6,2.6,165.2,164.6,1019.6,1019.28,-2.0,0.2,-1.8399999999999863,-3.0399999999999747,-0.10666666666665682,3.0,-0.3999999999998636,-0.40000000000009095,0.0
269,3,12,132,PLACE_AT_1,1,1,12,0.9632812500000001,0.8265625,0.1367187500000001,5,80,5.0,1253.6,1251.8,1144.0,1144.2,2.6,2.6,165.2,164.4,1019.6,1017.7599999999999,-3.0,0.2,-3.040000000000009,-7.320000000000027,-0.6133333333333364,3.0,-1.7999999999999545,0.20000000000004547,0.0
269,3,12,132,PLACE_AT_2,2,2,12,0.9515625000000001,0.8265625,0.1250000000000001,5,80,5.0,1253.6,1253.0,1144.0,1144.2,2.6,2.6,165.2,164.2,1019.6,1018.9599999999998,-1.2,0.2,-1.2,-4.0,-0.21333333333333637,3.0,-0.599999999999909,0.20000000000004547,0.0
269,3,12,132,PLACE_AT_3,3,3,12,0.9398437500000001,0.8265625,0.11328125000000011,5,80,5.0,1253.6,1250.6,1144.0,1144.0,2.6,2.6,165.2,164.4,1019.6,1016.6,-1.6,0.0,-1.6,-5.0,-1.0,3.0,-3.0,0.0,0.0
269,3,12,132,PLACE_AT_5,5,5,12,0.9187500000000001,0.8265625,0.09218750000000009,5,80,5.0,1253.6,1251.4,1144.0,1144.0,2.6,2.6,165.2,163.8,1019.6,1017.4,-1.2,0.0,-1.2,-4.6,-0.7333333333333333,3.0,-2.199999999999818,0.0,0.0
269,3,12,132,PLACE_AT_10,10,10,12,0.8710937500000001,0.8265625,0.04453125000000013,5,80,5.0,1253.6,1255.4,1144.0,1144.0,2.6,2.6,165.2,165.6,1019.6,1021.4,-0.4,0.0,-0.4,-1.0,0.6,3.0,1.800000000000182,0.0,0.0
269,4,15,303,PLACE_AT_1,1,1,11,0.8704918032786886,0.7754098360655737,0.0950819672131149,5,80,5.0,1253.6,1261.0,1144.0,1128.6,2.6,2.6,165.2,164.6,1019.6,1030.08,1.4,-0.6,1.5200000000000045,-5.3999999999999995,3.493333333333332,3.0,7.400000000000091,-15.400000000000091,0.0
269,4,15,303,PLACE_AT_2,2,2,11,0.8303278688524591,0.7754098360655737,0.05491803278688545,5,80,5.0,1253.6,1257.8,1144.0,1134.8,2.6,2.6,165.2,164.4,1019.6,1025.6399999999999,-0.8,0.4,-0.8800000000000068,-5.120000000000028,2.0133333333333288,3.0,4.2000000000000455,-9.200000000000045,0.0
269,4,15,303,PLACE_AT_3,3,3,11,0.8196721311475411,0.7754098360655737,0.04426229508196744,5,80,5.0,1253.6,1261.0,1144.0,1132.8,2.6,2.8,165.2,165.0,1019.6,1028.8400000000001,0.0,0.0,0.3599999999999966,-3.5999999999999996,3.080000000000001,3.0,7.400000000000091,-11.200000000000045,0.19999999999999973
269,4,15,303,PLACE_AT_5,5,5,11,0.8049180327868853,0.7754098360655737,0.029508196721311664,5,80,5.0,1253.6,1258.2,1144.0,1133.0,2.6,2.6,165.2,164.4,1019.6,1026.4,0.2,0.2,0.16000000000000228,-2.0,2.266666666666665,3.0,4.600000000000136,-11.0,0.0
269,4,15,303,PLACE_AT_10,10,10,11,0.7803278688524592,0.7754098360655737,0.004918032786885518,5,80,5.0,1253.6,1253.4,1144.0,1143.0,2.6,2.6,165.2,164.8,1019.6,1019.6,-0.6,0.0,-0.6,0.0,0.0,3.0,-0.1999999999998181,-1.0,0.0
269,5,19,139,PLACE_AT_1,1,1,11,0.9685185185185187,0.8444444444444444,0.12407407407407423,5,80,5.0,1253.6,1253.4,1144.0,1143.0,2.6,2.8,165.2,163.6,1019.6,1019.2,-2.4,0.4,-2.1999999999999886,-4.239999999999986,-0.13333333333332387,3.0,-0.1999999999998181,-1.0,0.19999999999999973
269,5,19,139,PLACE_AT_2,2,2,11,0.9481481481481483,0.8444444444444444,0.10370370370370385,5,80,5.0,1253.6,1251.6,1144.0,1142.8,2.6,2.8,165.2,163.8,1019.6,1017.4399999999999,-3.2,0.4,-2.9199999999999817,-4.319999999999982,-0.7199999999999894,3.0,-2.0,-1.2000000000000455,0.19999999999999973
269,5,19,139,PLACE_AT_3,3,3,11,0.9259259259259262,0.8444444444444444,0.08148148148148171,5,80,5.0,1253.6,1252.8,1144.0,1143.4,2.6,2.8,165.2,164.4,1019.6,1018.5200000000001,-2.4,0.4,-2.2799999999999954,-5.0400000000000205,-0.3599999999999947,3.0,-0.7999999999999545,-0.599999999999909,0.19999999999999973
269,5,19,139,PLACE_AT_5,5,5,11,0.9175925925925925,0.8444444444444444,0.07314814814814807,5,80,5.0,1253.6,1255.2,1144.0,1145.0,2.6,2.8,165.2,164.0,1019.6,1020.6,-1.6,1.4,-1.4399999999999864,-4.319999999999982,0.3333333333333428,3.0,1.6000000000001364,1.0,0.19999999999999973
269,5,19,139,PLACE_AT_10,10,10,11,0.8666666666666668,0.8444444444444444,0.022222222222222365,5,80,5.0,1253.6,1253.4,1144.0,1141.2,2.6,2.6,165.2,164.8,1019.6,1019.96,-2.8,0.0,-2.4800000000000066,-4.0,0.12000000000000076,3.0,-0.1999999999998181,-2.7999999999999545,0.0
269,6,29,213,PLACE_AT_1,1,1,12,0.8557377049180329,0.7590163934426231,0.09672131147540985,5,80,5.0,1253.6,1256.4,1144.0,1139.8,2.6,2.4,165.2,165.4,1019.6,1023.64,-2.0,0.4,-2.0799999999999956,-3.5999999999999996,1.346666666666666,3.0,2.800000000000182,-4.2000000000000455,-0.20000000000000018
269,6,29,213,PLACE_AT_2,2,2,12,0.8491803278688526,0.7590163934426231,0.0901639344262295,5,80,5.0,1253.6,1257.6,1144.0,1141.8,2.6,2.6,165.2,165.4,1019.6,1024.04,-1.0,1.8,-1.0799999999999954,-4.0,1.480000000000001,3.0,4.0,-2.2000000000000455,0.0
269,6,29,213,PLACE_AT_3,3,3,12,0.8356557377049182,0.7590163934426231,0.07663934426229513,5,80,5.0,1253.6,1259.2,1144.0,1140.0,2.6,2.6,165.2,165.6,1019.6,1026.0,-0.4,0.8,-0.7199999999999932,-3.8,2.133333333333335,3.0,5.600000000000136,-4.0,0.0
269,6,29,213,PLACE_AT_5,5,5,12,0.8114754098360656,0.7590163934426231,0.052459016393442526,5,80,5.0,1253.6,1254.0,1144.0,1143.4,2.6,2.8,165.2,164.8,1019.6,1019.72,-1.0,1.0,-1.4,-5.6,0.04000000000000341,3.0,0.40000000000009095,-0.599999999999909,0.19999999999999973
269,6,29,213,PLACE_AT_10,10,10,12,0.7631147540983608,0.7590163934426231,0.004098360655737765,5,80,5.0,1253.6,1253.4,1144.0,1142.2,2.6,2.6,165.2,164.4,1019.6,1019.76,-1.2,0.0,-0.9600000000000023,-0.35999999999999654,0.0533333333333322,3.0,-0.1999999999998181,-1.7999999999999545,0.0
269,7,34,10,PLACE_AT_1,1,1,11,0.9549180327868854,0.8598360655737705,0.0950819672131149,5,80,5.0,1253.6,1256.8,1144.0,1142.0,2.6,2.6,165.2,165.4,1019.6,1023.2,0.2,0.6,0.7599999999999909,-1.280000000000018,1.1999999999999944,3.0,3.2000000000000455,-2.0,0.0
269,7,34,10,PLACE_AT_2,2,2,11,0.9508196721311477,0.8598360655737705,0.09098360655737725,5,80,5.0,1253.6,1257.2,1144.0,1142.8,2.6,2.6,165.2,165.6,1019.6,1023.4399999999999,0.6,0.6,1.0799999999999954,-1.2800000000000065,1.2799999999999974,3.0,3.6000000000001364,-1.2000000000000455,0.0
269,7,34,10,PLACE_AT_3,3,3,11,0.9500000000000001,0.8598360655737705,0.09016393442622961,5,80,5.0,1253.6,1259.2,1144.0,1142.4,2.6,2.6,165.2,166.0,1019.6,1025.52,0.2,0.6,0.7599999999999909,-1.2800000000000065,1.9733333333333292,3.0,5.600000000000136,-1.599999999999909,0.0
269,7,34,10,PLACE_AT_5,5,5,11,0.9409836065573773,0.8598360655737705,0.08114754098360688,5,80,5.0,1253.6,1258.0,1144.0,1143.6,2.6,2.6,165.2,166.4,1019.6,1024.08,0.6,0.0,0.6,-1.5999999999999999,1.4933333333333318,3.0,4.400000000000091,-0.40000000000009095,0.0
269,7,34,10,PLACE_AT_10,10,10,11,0.8721311475409838,0.8598360655737705,0.012295081967213295,5,80,5.0,1253.6,1258.4,1144.0,1143.8,2.6,2.6,165.2,166.4,1019.6,1024.44,0.6,0.0,0.6,1.0,1.6133333333333344,3.0,4.800000000000182,-0.20000000000004547,0.0
269,8,36,172,PLACE_AT_1,1,1,11,0.9603448275862071,0.689655172413793,0.27068965517241406,5,80,5.0,1253.6,1258.4,1144.0,1144.0,2.6,2.6,165.2,164.0,1019.6,1024.4,0.2,0.0,0.2,-3.1999999999999997,1.6,3.0,4.800000000000182,0.0,0.0
269,8,36,172,PLACE_AT_2,2,2,11,0.9594827586206897,0.689655172413793,0.2698275862068966,5,80,5.0,1253.6,1260.0,1144.0,1144.0,2.6,2.6,165.2,164.0,1019.6,1026.0,0.6,0.0,0.6,-1.9999999999999991,2.1333333333333333,3.0,6.400000000000091,0.0,0.0
269,8,36,172,PLACE_AT_3,3,3,11,0.9396551724137933,0.689655172413793,0.2500000000000002,5,80,5.0,1253.6,1259.6,1144.0,1144.2,2.6,2.6,165.2,164.4,1019.6,1025.56,-0.2,0.2,-0.2,-2.999999999999999,1.9866666666666675,3.0,6.0,0.20000000000004547,0.0
269,8,36,172,PLACE_AT_5,5,5,11,0.8525862068965518,0.689655172413793,0.1629310344827588,5,80,5.0,1253.6,1254.8,1144.0,1144.0,2.6,2.6,165.2,164.6,1019.6,1020.8,-0.8,0.0,-0.8,-4.0,0.4,3.0,1.2000000000000455,0.0,0.0
269,8,36,172,PLACE_AT_10,10,10,11,0.7060344827586208,0.689655172413793,0.016379310344827758,5,80,5.0,1253.6,1255.4,1144.0,1144.0,2.6,2.6,165.2,165.4,1019.6,1021.4,0.0,0.0,0.0,-1.0,0.6,3.0,1.800000000000182,0.0,0.0
271,1,8,56,PLACE_AT_1,1,1,14,0.9638888888888889,0.6574074074074074,0.30648148148148147,5,80,5.0,1299.2,1310.6,763.8,759.2,5.0,4.8,154.0,155.4,1136.44,1149.16,3.0,-0.2,3.039999999999992,-0.9200000000000271,4.239999999999999,3.0,11.399999999999864,-4.599999999999909,-0.20000000000000018
