seed,proposal_index,query_id,product_id,action,target_rank,base_score,base_rank,bm25_score,dense_score,retrieval_score,semantic_rank_score,semantic_component,qrsbt_relevance_probability,qrsbt_confidence,qrsbt_support_score,qrsbt_dispersion,qrsbt_support,qrsbt_compatibility,qrsbt_irrelevant_probability,price,price_log,quality,attribute_compatible,zero_history,sparse_history,candidate_source,category,query_category,query_intent,relation,qrsbt_transfer_source,source_rank,query_candidate_count,query_base_score_max,query_base_score_min,query_base_score_mean,query_base_score_std,query_qrsbt_confidence_mean,query_qrsbt_confidence_std,query_qrsbt_confidence_max,query_qrsbt_relevance_probability_mean,query_qrsbt_relevance_probability_std,query_qrsbt_relevance_probability_max,query_qrsbt_irrelevant_probability_mean,query_qrsbt_irrelevant_probability_std,query_qrsbt_irrelevant_probability_max,query_qrsbt_support_score_mean,query_qrsbt_support_score_std,query_qrsbt_support_score_max,base_boundary_score_at_1,base_boundary_score_at_2,base_boundary_score_at_3,base_boundary_score_at_5,base_boundary_score_at_10,query_top1_base_score,query_top2_base_score,score_immediately_above,score_immediately_below,query_base_score_range,query_top1_to_top2_gap,candidate_score_minus_query_mean,candidate_score_z,candidate_rank_fraction,candidate_gap_to_above,candidate_gap_to_below,action_score_gap_to_1,action_required_lift_to_1,action_move_distance_to_1,action_score_gap_to_2,action_required_lift_to_2,action_move_distance_to_2,action_score_gap_to_3,action_required_lift_to_3,action_move_distance_to_3,action_score_gap_to_5,action_required_lift_to_5,action_move_distance_to_5,action_score_gap_to_10,action_required_lift_to_10,action_move_distance_to_10,action_move_distance,action_boundary_score,action_score_gap,action_required_lift
269,3,12,132,PLACE_AT_1,1,0.8265625,12,5.339239522214282,0.7298171547916241,0.8804687500000001,0.7340958,0.859375,0.9365706351051096,0.8750489280768489,1.0,0.0922470489933604,8,0.9999814804078866,1.630214997995423e-05,39.59,3.7035217308508064,0.4265111994523142,1,1,1,hybrid,skincare,skincare,attribute,substitute,catalog_substitute_shrunk,12,64,0.96328125,0.062890625,0.5078125,0.2606757546734847,0.17846156006605401,0.35619339086406193,0.904966493442448,0.2243168247311958,0.37698565453821675,0.974791888004132,0.4374446708080351,0.4998905914289435,0.999856831171921,1.0,0.0,1.0,0.96328125,0.9515625,0.93984375,0.91875,0.87109375,0.96328125,0.9515625,0.8624999999999999,0.825,0.900390625,0.01171875,0.31875,1.2227834552517456,0.1875,0.035937499999999956,0.0015625000000000222,0.13671875,0.1367187500000001,11,0.125,0.1250000000000001,10,0.11328125,0.11328125000000011,9,0.09218749999999998,0.09218750000000009,7,0.04453125000000002,0.04453125000000013,2,11,0.96328125,0.13671875,0.1367187500000001
269,4,15,303,PLACE_AT_1,1,0.7754098360655737,11,2.0802519574095224,0.5195158343278978,0.8418032786885246,0.8031571,0.7868852459016393,0.8740027788732307,0.8582285991051687,1.0,0.0464289579304419,8,0.9999989558343296,1.0426307974304867e-06,32.5,3.5115454388310208,0.7745564109192085,1,1,1,hybrid,backpack,backpack,generic,substitute,catalog_substitute_shrunk,11,61,0.8704918032786885,0.0651639344262295,0.5081967213114754,0.2594694863754486,0.5162483960800675,0.39402398930310434,0.8685347960446503,0.5772735793649116,0.43713284847487116,0.9290043368632496,0.36061383144353826,0.4840537308248176,0.9998920816287667,1.0,0.0,1.0,0.8704918032786885,0.830327868852459,0.819672131147541,0.8049180327868852,0.7803278688524591,0.8704918032786885,0.830327868852459,0.7803278688524591,0.771311475409836,0.805327868852459,0.04016393442622945,0.26721311475409826,1.0298440810394358,0.18032786885245902,0.004918032786885407,0.004098360655737654,0.09508196721311479,0.0950819672131149,10,0.05491803278688534,0.05491803278688545,9,0.04426229508196733,0.04426229508196744,8,0.029508196721311553,0.029508196721311664,6,0.004918032786885407,0.004918032786885518,1,10,0.8704918032786885,0.09508196721311479,0.0950819672131149
269,5,19,139,PLACE_AT_1,1,0.8444444444444444,11,4.989372163069112,0.784220771271583,0.9236111111111112,0.8750537,0.8703703703703703,0.9740353550718543,0.8680873892898169,1.0,0.1004547136990637,8,0.9999878936306992,1.091361089431949e-05,25.49,3.2767673032839784,0.4618034484544918,1,1,1,hybrid,laptop,laptop,attribute,substitute,catalog_substitute_shrunk,11,54,0.9685185185185186,0.0305555555555555,0.5092592592592593,0.2486903248400984,0.19326761283624563,0.36491820101381073,0.9314874537878798,0.25116451878833207,0.3853669263396236,0.9740353550718543,0.31483894254667555,0.46877950882105546,0.999991533744936,1.0,0.0,1.0,0.9685185185185186,0.9481481481481482,0.925925925925926,0.9175925925925924,0.8666666666666667,0.9685185185185186,0.9481481481481482,0.8666666666666667,0.7314814814814815,0.9379629629629631,0.020370370370370372,0.33518518518518514,1.347801469159288,0.2037037037037037,0.022222222222222254,0.11296296296296293,0.12407407407407411,0.12407407407407423,10,0.10370370370370374,0.10370370370370385,9,0.0814814814814816,0.08148148148148171,8,0.07314814814814796,0.07314814814814807,6,0.022222222222222254,0.022222222222222365,1,10,0.9685185185185186,0.12407407407407411,0.12407407407407423
269,6,29,213,PLACE_AT_1,1,0.7590163934426231,12,2.0802519574095224,0.5195904377696882,0.7786885245901639,0.9249484,0.8852459016393442,0.9162671246035506,0.8669975398504891,1.0,0.046795969729809,8,0.9999991485380156,8.505597470536753e-07,18.31,2.960623096440423,0.6528486479409509,1,1,1,hybrid,camera,camera,generic,substitute,catalog_substitute_shrunk,12,61,0.8557377049180328,0.0778688524590164,0.5081967213114754,0.2576837540323013,0.5351673464718313,0.4055753694379581,0.8737181094575465,0.5748192246009637,0.4353676138768502,0.9172806323645896,0.36063233304666853,0.4840653409573752,0.9999182877615844,1.0,0.0,1.0,0.8557377049180328,0.8491803278688524,0.8356557377049181,0.8114754098360655,0.7631147540983607,0.8557377049180328,0.8491803278688524,0.7622950819672132,0.7540983606557377,0.7778688524590164,0.006557377049180357,0.25081967213114764,0.9733623800734709,0.19672131147540983,0.003278688524590123,0.004918032786885407,0.09672131147540974,0.09672131147540985,11,0.09016393442622939,0.0901639344262295,10,0.07663934426229502,0.07663934426229513,9,0.052459016393442415,0.052459016393442526,7,0.004098360655737654,0.004098360655737765,2,11,0.8557377049180328,0.09672131147540974,0.09672131147540985
269,7,34,10,PLACE_AT_1,1,0.8598360655737705,11,6.820578925542023,0.8560194494813999,0.9413934426229508,0.98911107,0.9344262295081968,0.962639636573244,0.8996848746246108,1.0,0.0390982112545118,8,0.999991600891064,6.147195304016572e-06,22.29,3.148024083896249,0.2964060270998438,1,1,1,hybrid,running_shoes,running_shoes,attribute,substitute,catalog_substitute_shrunk,11,61,0.9549180327868853,0.0487704918032786,0.5081967213114754,0.2750670355535081,0.1720075505666375,0.35039504673623545,0.8996848746246108,0.21987351487247261,0.35964173354531537,0.962639636573244,0.3604274232404355,0.48384924430665105,0.999439766911388,1.0,0.0,1.0,0.9549180327868853,0.9508196721311476,0.95,0.9409836065573772,0.8721311475409836,0.9549180327868853,0.9508196721311476,0.8721311475409836,0.8418032786885246,0.9061475409836066,0.004098360655737654,0.35163934426229504,1.2783769002152623,0.18032786885245902,0.012295081967213184,0.0180327868852459,0.09508196721311479,0.0950819672131149,10,0.09098360655737714,0.09098360655737725,9,0.0901639344262295,0.09016393442622961,8,0.08114754098360677,0.08114754098360688,6,0.012295081967213184,0.012295081967213295,1,10,0.9549180327868853,0.09508196721311479,0.0950819672131149
269,8,36,172,PLACE_AT_1,1,0.689655172413793,11,2.1610315007374763,0.338426393527928,0.5965517241379311,0.5524405,0.8103448275862069,0.8495125859118653,0.8171563394711978,1.0,0.0755373019671932,8,0.9992462278912356,4.513405974518613e-05,18.53,2.9719517448885875,0.5108422591309972,1,1,1,hybrid,skincare,skincare,brand_category,substitute,catalog_substitute_shrunk,11,58,0.960344827586207,0.1301724137931034,0.5086206896551724,0.20413937828536538,0.460760217014647,0.3910505739737389,0.8382923056497948,0.5086183559538406,0.4315744161513848,0.9829503970382903,0.4134307752667321,0.4963224726087706,0.9994904278550396,1.0,0.0,1.0,0.960344827586207,0.9594827586206895,0.9396551724137931,0.8525862068965517,0.7060344827586207,0.960344827586207,0.9594827586206895,0.7060344827586207,0.6741379310344827,0.8301724137931036,0.0008620689655174374,0.18103448275862066,0.8868180371625973,0.1896551724137931,0.016379310344827647,0.01551724137931032,0.27068965517241395,0.27068965517241406,10,0.2698275862068965,0.2698275862068966,9,0.2500000000000001,0.2500000000000002,8,0.1629310344827587,0.1629310344827588,6,0.016379310344827647,0.016379310344827758,1,10,0.960344827586207,0.27068965517241395,0.27068965517241406
271,1,8,56,PLACE_AT_1,1,0.6574074074074074,14,2.109214729798644,0.3038087200196233,0.500925925925926,0.12146507,0.7222222222222222,0.8500627616115811,0.8449828581859951,1.0,0.041571530722103,8,0.9999999354966606,6.428781101553558e-08,69.67,4.258021154702763,0.5453570280234851,1,1,1,hybrid,headphones,headphones,brand_category,substitute,catalog_substitute_shrunk,14,54,0.9638888888888888,0.0953703703703703,0.5092592592592593,0.22964945897341255,0.4194552741615644,0.40844172386247884,0.8590057529184698,0.4563109214641668,0.44460732444543893,0.9801293092903576,0.48109573622488966,0.5039334659220436,0.9995616328846936,1.0,0.0,1.0,0.9638888888888888,0.9555555555555556,0.926851851851852,0.9027777777777778,0.7370370370370372,0.9638888888888888,0.9555555555555556,0.6888888888888889,0.6435185185185185,0.8685185185185185,0.008333333333333193,0.14814814814814814,0.645105583137036,0.25925925925925924,0.031481481481481444,0.01388888888888895,0.30648148148148135,0.30648148148148147,13,0.29814814814814816,0.2981481481481483,12,0.2694444444444446,0.2694444444444447,11,0.24537037037037035,0.24537037037037046,9,0.07962962962962972,0.07962962962962983,4,13,0.9638888888888888,0.30648148148148135,0.30648148148148147
271,2,15,207,PLACE_AT_1,1,0.7250000000000001,12,2.277883831533677,0.3927247403950868,0.8897727272727273,-0.057320718,0.6666666666666666,0.8507723274470685,0.8348035935969469,1.0,0.0403071960472142,8,0.9989130513168288,8.360288889207719e-05,65.59,4.198554416122531,0.4513774090635128,1,1,1,hybrid,backpack,backpack,exact_model,substitute,catalog_substitute_shrunk,12,66,0.9840909090909092,0.0651515151515151,0.5075757575757576,0.22971853160971134,0.12511848545515045,0.29835282636643856,0.8384955349275709,0.1390604345104889,0.31008382949396807,0.9999987595489802,0.7704206088414507,0.4212279275311341,0.9997538723770936,1.0,0.0,1.0,0.9840909090909092,0.9553030303030304,0.953030303030303,0.8984848484848484,0.7424242424242424,0.9840909090909092,0.9553030303030304,0.7333333333333334,0.7136363636363636,0.9189393939393942,0.028787878787878807,0.21742424242424252,0.9464810736020346,0.18181818181818182,0.008333333333333304,0.011363636363636465,0.25909090909090915,0.25909090909090926,11,0.23030303030303034,0.23030303030303045,10,0.22803030303030292,0.22803030303030303,9,0.17348484848484835,0.17348484848484846,7,0.017424242424242342,0.017424242424242453,2,11,0.9840909090909092,0.25909090909090915,0.25909090909090926
271,3,17,225,PLACE_AT_1,1,0.735,11,1.9397095668578024,0.2964518811258874,0.2345454545454545,0.16857466,0.8272727272727273,0.8496887513919738,0.8390329924415592,1.0,0.059934629390194,8,0.9995123485718856,4.161558803161672e-05,51.05,3.952204795060978,0.5012057681033967,1,1,1,dense,coffee,coffee,brand_category,substitute,catalog_substitute_shrunk,11,55,0.9936363636363637,0.1918181818181818,0.509090909090909,0.21097790732647626,0.36465821478426685,0.40376181876699596,0.8494216495704918,0.39872348873401625,0.4410265099465852,0.9790690828493452,0.5449821349863843,0.5020658823880438,0.9995867999365824,1.0,0.0,1.0,0.9936363636363637,0.9336363636363636,0.8990909090909092,0.8618181818181818,0.754090909090909,0.9936363636363637,0.9336363636363636,0.754090909090909,0.7127272727272728,0.8018181818181819,0.06000000000000005,0.22590909090909095,1.0707713133181738,0.2,0.019090909090909047,0.022272727272727222,0.25863636363636366,0.2586363636363638,10,0.1986363636363636,0.19863636363636372,9,0.16409090909090918,0.1640909090909093,8,0.12681818181818183,0.12681818181818194,6,0.019090909090909047,0.01909090909090916,1,10,0.9936363636363637,0.25863636363636366,0.2586363636363638
271,4,22,54,PLACE_AT_1,1,0.7655737704918032,12,2.109214729798644,0.5160203884691303,0.7344262295081967,0.6562437,0.8688524590163934,0.8977614014442779,0.8696897958910336,1.0,0.021944330025671,8,0.9997241863111416,3.955525352354176e-05,48.48,3.901568547524287,0.5647328717612475,1,1,1,hybrid,cookware,cookware,generic,substitute,catalog_substitute_shrunk,12,61,0.9770491803278688,0.0885245901639344,0.5081967213114754,0.2627987394590315,0.5409349847482008,0.40990980357289014,0.8732482522687515,0.5765997609230956,0.4368195433632832,0.9396590449855466,0.36064619962805433,0.48411281215921764,0.9999308449153956,1.0,0.0,1.0,0.9770491803278688,0.95,0.9336065573770492,0.8516393442622952,0.7704918032786885,0.9770491803278688,0.95,0.7688524590163934,0.7565573770491802,0.8885245901639344,0.02704918032786885,0.2573770491803278,0.979369420531224,0.19672131147540983,0.003278688524590234,0.00901639344262295,0.2114754098360656,0.21147540983606572,11,0.18442622950819676,0.18442622950819687,10,0.16803278688524603,0.16803278688524614,9,0.08606557377049195,0.08606557377049207,7,0.004918032786885296,0.004918032786885407,2,11,0.9770491803278688,0.2114754098360656,0.21147540983606572
271,5,24,232,PLACE_AT_1,1,0.7885245901639344,11,2.109214729798644,0.4917416086188892,0.7348360655737705,0.7654234,0.8688524590163934,0.8989351507954878,0.8118786625092126,1.0,0.0568025800974686,8,0.9992027757719624,5.919355879718489e-05,9.98,2.3960754360813845,0.3155703493084341,1,1,1,hybrid,headphones,headphones,generic,substitute,catalog_substitute_shrunk,11,61,0.9655737704918032,0.0836065573770491,0.5081967213114754,0.26319988876828876,0.5276059825489982,0.3998262123039096,0.8554622180359064,0.5727323520065991,0.4338338391589004,0.9333286150615354,0.3606444747838847,0.4841136479435817,0.9999277353305456,1.0,0.0,1.0,0.9655737704918032,0.8778688524590164,0.8581967213114754,0.8504098360655737,0.8065573770491803,0.9655737704918032,0.8778688524590164,0.8065573770491803,0.7598360655737706,0.881967213114754,0.0877049180327868,0.280327868852459,1.0650759396758296,0.18032786885245902,0.0180327868852459,0.0286885245901638,0.17704918032786876,0.17704918032786887,10,0.08934426229508197,0.08934426229508208,9,0.069672131147541,0.06967213114754112,8,0.06188524590163935,0.06188524590163946,6,0.0180327868852459,0.01803278688524601,1,10,0.9655737704918032,0.17704918032786876,0.17704918032786887
